"","diaLONG","diaLAT","dianear","dia_country","diayeardisc","DIAINFO","RESINFO"
"675",-11.31,7.32,858,"Sierra Leone",NA,"S","alluvial; kimberlite target"
"676",-11.9,7.72,860,"Sierra Leone",NA,"S","secondary"
"677",-11.68,7.75,861,"Sierra Leone",1946,"S","alluvial"
"678",-10.78,8.25,864,"Sierra Leone",NA,"S","alluvial; kimberlite target"
"679",-11.03,8.77,865,"Sierra Leone",1946,"S","alluvial"
"680",-11,8.65,866,"Sierra Leone",1946,"S","secondary"
"681",-10.78,8.45,867,"Sierra Leone",1946,"S","alluvial"
"682",-12.23,9.5,868,"Sierra Leone",NA,"S","unknown; possibly alluvial"
"683",-11.76,7.95,869,"Sierra Leone",NA,"S","alluvial"
"684",-11.42,8.1,870,"Sierra Leone",NA,"S","alluvial"
"685",17.05,-29.65,874,"South Africa",1946,"S","secondary; raised beach deposit"
"686",17,-28.67,875,"South Africa",1946,"S","secondary; raised beach deposit"
"687",17.33,-28.58,876,"South Africa",1946,"S","alluvial"
"688",17.05,-29.58,877,"South Africa",1946,"S","secondary; kimberlite"
"689",17.43,-29.62,879,"South Africa",NA,"S","secondary; kimberlite"
"690",16.5,-29.33,887,"South Africa",1946,"S","alluvial; also some land alluvials (S)"
"691",17,-29,888,"South Africa",NA,"S","alluvial"
"692",17,-29,889,"South Africa",NA,"S","alluvial"
"693",17,-29,890,"South Africa",NA,"S","alluvial"
"694",17.08,-28.3,891,"South Africa",NA,"S","alluvial"
"695",17,-29,892,"South Africa",NA,"S","alluvial"
"696",17,-29,893,"South Africa",NA,"S","alluvial"
"697",26.62,-26.18,903,"South Africa",1946,"S","alluvial"
"698",26.62,-26.18,904,"South Africa",1946,"S","alluvial"
"699",17.57,-30.82,905,"South Africa",NA,"S","alluvial"
"700",18.73,-31.62,906,"South Africa",1946,"S","alluvial"
"701",17.32,-29.58,910,"South Africa",NA,"S","alluvial"
"702",24.52,-28.5,917,"South Africa",1946,"S","alluvial"
"703",24.77,-28.73,918,"South Africa",NA,"S","alluvial"
"704",26.62,-26.18,920,"South Africa",1946,"S","alluvial"
"705",26.17,-26.15,921,"South Africa",1946,"S","alluvial"
"706",24,-29,922,"South Africa",NA,"S","alluvial"
"707",27.75,-24.78,923,"South Africa",NA,"S","alluvial"
"708",27.75,-24.78,924,"South Africa",NA,"S","alluvial"
"709",25.33,-27.18,925,"South Africa",NA,"S","alluvial"
"710",25.47,-28.52,926,"South Africa",NA,"S","alluvial"
"711",24.32,-28.33,937,"South Africa",1989,"S","alluvial"
"712",26.62,-26.18,939,"South Africa",1946,"S","alluvial"
"713",26.92,-26.18,940,"South Africa",1946,"S","alluvial"
"714",25.97,-28.08,942,"South Africa",NA,"S","alluvial"
"715",24.55,-28.53,948,"South Africa",NA,"S","alluvial"
"716",24.42,-29,949,"South Africa",NA,"S","secondary"
"717",23.3,-29.3,951,"South Africa",NA,"S","alluvial"
"718",24.55,-28.53,957,"South Africa",NA,"S","kimberlite; alluvial"
"719",0,0,980,"South Africa",NA,"S","alluvial"
"720",0,0,981,"South Africa",NA,"S","alluvial"
"721",0,0,982,"South Africa",NA,"S","alluvial"
"722",0,0,983,"South Africa",NA,"S","alluvial"
"723",0,0,984,"South Africa",NA,"S","alluvial"
"724",0,0,985,"South Africa",NA,"S","alluvial"
"725",-55.2,5.08,986,"Suriname",1948,"S","alluvial and elluvial"
"726",-55.95,1.95,987,"Suriname",NA,"S","secondary"
"727",-56.03,1.92,988,"Suriname",NA,"S","secondary"
"728",-55.17,5.17,989,"Suriname",NA,"S","alluvial and elluvial"
"729",-55.17,5.92,990,"Suriname",NA,"S","alluvial"
"730",-55.88,5.85,991,"Suriname",NA,"S","alluvial with kimberlite prospect"
"731",-55.07,5.15,992,"Suriname",1946,"S","alluvial"
"732",-55.37,5.22,994,"Suriname",NA,"S","alluvial"
"733",32.67,-3.75,1001,"Tanzania",1963,"S","kimberlite and colluvial gravel"
"734",33.25,-3.08,1003,"Tanzania",1946,"S","kimberlite pipe with alluvial"
"735",33,-7.75,1006,"Tanzania",1970,"S","alluvial"
"736",33.42,-3.8,1007,"Tanzania",1946,"S","alluvial"
"737",33.42,-4.07,1008,"Tanzania",1946,"S","alluvial"
"738",34.17,-3.37,1009,"Tanzania",1946,"S","alluvial"
"739",0,0,1013,"Thailand",1946,"S","alluvial, rivers"
"740",0,0,1014,"Thailand",1946,"S","alluvial"
"741",37.17,47.5,1015,"Ukraine",NA,"S","alluvial; possible primary"
"742",-81.7,35.68,1022,"United States of America",1946,"S","secondary"
"743",-121.99,39.46,1025,"United States of America",1946,"S","secondary"
"744",-145.03,65.57,1026,"United States of America",1980,"S","secondary"
"745",-65.92,6.9,1028,"Venezuela",1968,"S","alluvial; primary"
"746",-61.41,4.52,1030,"Venezuela",1946,"S","alluvial"
"747",-65.85,6.36,1031,"Venezuela",NA,"S","alluvial"
"748",-63.85,6.28,1032,"Venezuela",1954,"S","alluvial"
"749",-61.11,4.7,1033,"Venezuela",NA,"S","alluvial/ellvuial"
"750",-61.43,4.57,1034,"Venezuela",NA,"S","alluvial"
"751",-61.42,5.93,1035,"Venezuela",NA,"S","alluvial"
"752",-61.12,4.7,1036,"Venezuela",1946,"S","secondary"
"753",-62.98,6.49,1037,"Venezuela",1946,"S","alluvial"
"754",-62.97,6.39,1038,"Venezuela",1946,"S","secondary"
"755",-65.88,6.38,1039,"Venezuela",NA,"S","secondary"
"756",-65.89,6.46,1040,"Venezuela",NA,"S","secondary"
"757",-65.85,6.4,1041,"Venezuela",NA,"S","secondary"
"758",-65.81,6.29,1042,"Venezuela",NA,"S","secondary"
"759",-62.95,5.2,1043,"Venezuela",NA,"S","secondary"
"760",-61.28,5.57,1044,"Venezuela",NA,"S","secondary"
"761",-61.59,4.83,1045,"Venezuela",NA,"S","secondary"
"762",-64.85,5.18,1046,"Venezuela",NA,"S","secondary"
"763",-65,5.12,1047,"Venezuela",NA,"S","secondary"
"764",-65.18,5.07,1048,"Venezuela",NA,"S","secondary"
"765",-62.88,5.85,1049,"Venezuela",NA,"S","secondary"
"766",-62.6,5.07,1050,"Venezuela",NA,"S","secondary"
"767",-61.52,4.58,1051,"Venezuela",NA,"S","secondary"
"768",-66.63,2.7,1052,"Venezuela",NA,"S","secondary"
"769",-65.9,6.36,1053,"Venezuela",NA,"S","secondary"
"770",-62.19,4.33,1054,"Venezuela",NA,"S","secondary"
"771",-65.87,6.43,1055,"Venezuela",NA,"S","secondary"
"772",-65.85,6.39,1056,"Venezuela",NA,"S","secondary"
"773",-62.66,8.38,1057,"Venezuela",NA,"S","secondary"
"774",-61.48,4.7,1058,"Venezuela",1946,"S","secondary"
"775",-65.85,6.38,1059,"Venezuela",NA,"S","secondary"
"776",-65.84,6.37,1060,"Venezuela",NA,"S","secondary"
"777",-65.82,6.41,1061,"Venezuela",NA,"S","secondary"
"778",-65.85,6.38,1062,"Venezuela",NA,"S","secondary"
"779",-66.7,2.1,1063,"Venezuela",NA,"S","secondary"
"780",-61.43,4.58,1064,"Venezuela",1946,"S","secondary"
"781",-65.84,6.35,1065,"Venezuela",NA,"S","kimberlite; secondary"
"782",-62.89,6.5,1066,"Venezuela",NA,"S","secondary"
"783",-61.59,4.83,1067,"Venezuela",NA,"S","secondary"
"784",-63.03,5.35,1068,"Venezuela",1946,"S","secondary"
"785",-62.92,6.28,1069,"Venezuela",NA,"S","secondary"
"786",-63.22,7.05,1070,"Venezuela",NA,"S","secondary"
"787",-62.97,8.09,1071,"Venezuela",1961,"S","secondary"
"788",-65.83,6.35,1072,"Venezuela",NA,"S","secondary"
"789",-61.74,4.31,1073,"Venezuela",1946,"S","alluvial"
"790",-62.19,4.41,1074,"Venezuela",NA,"S","secondary"
"791",-62.86,4.25,1075,"Venezuela",NA,"S","secondary"
"792",-62.13,4.32,1076,"Venezuela",NA,"S","secondary"
"793",-62.26,4.54,1077,"Venezuela",NA,"S","secondary"
"794",-63.06,7.86,1078,"Venezuela",1961,"S","secondary"
"795",-61.25,4.72,1079,"Venezuela",NA,"S","secondary"
"796",-65.83,6.33,1080,"Venezuela",NA,"S","secondary"
"797",-61.45,4.59,1081,"Venezuela",NA,"S","secondary"
"798",-62.77,4.08,1082,"Venezuela",NA,"S","secondary"
"799",-61.33,4.73,1083,"Venezuela",NA,"S","secondary"
"800",-61.28,4.77,1084,"Venezuela",NA,"S","secondary"
"801",-61.57,4.53,1085,"Venezuela",1950,"S","secondary"
"802",-61.91,4.46,1086,"Venezuela",1946,"S","secondary"
"803",-62.06,4.22,1087,"Venezuela",NA,"S","secondary"
"804",-63.61,6.45,1088,"Venezuela",1954,"S","secondary"
"805",-63.58,6.35,1089,"Venezuela",NA,"S","secondary"
"806",-63.7,6.37,1090,"Venezuela",NA,"S","secondary"
"807",-63.3,6.37,1091,"Venezuela",NA,"S","secondary"
"808",-60.45,7,1092,"Venezuela",1946,"S","secondary"
"809",-60.61,6.89,1093,"Venezuela",NA,"S","secondary"
"810",-63.52,7.48,1094,"Venezuela",NA,"S","secondary"
"811",-63.25,6.3,1095,"Venezuela",1954,"S","secondary"
"812",-66.45,6.27,1096,"Venezuela",NA,"S","secondary"
"813",-63.36,7.35,1097,"Venezuela",NA,"S","secondary"
"814",-65.89,6.44,1098,"Venezuela",1968,"S","alluvial"
"815",-63.93,4.68,1099,"Venezuela",NA,"S","secondary"
"816",-62.78,8.25,1100,"Venezuela",1961,"S","secondary"
"817",-62.91,6.02,1101,"Venezuela",NA,"S","secondary"
"818",-66.42,2.07,1102,"Venezuela",NA,"S","secondary"
"819",-62.55,5.15,1103,"Venezuela",NA,"S","secondary"
"820",-62.77,5.34,1104,"Venezuela",1946,"S","secondary"
"821",-62.35,5.91,1105,"Venezuela",NA,"S","secondary"
"822",-63.23,6.23,1106,"Venezuela",NA,"S","secondary"
"823",-62.96,8.09,1107,"Venezuela",NA,"S","secondary"
"824",-63.48,6.71,1108,"Venezuela",1946,"S","alluvial"
"825",-63.96,6.49,1109,"Venezuela",NA,"S","secondary"
"826",-62.7,7.31,1110,"Venezuela",1946,"S","alluvial"
"827",-63.99,6.83,1111,"Venezuela",NA,"S","secondary"
"828",-62.86,8.12,1112,"Venezuela",NA,"S","secondary"
"829",-60.83,4.86,1113,"Venezuela",1946,"S","alluvial"
"830",-61.57,5.14,1114,"Venezuela",1946,"S","alluvial"
"831",-61.92,5,1115,"Venezuela",1946,"S","alluvial"
"832",-66.14,7.57,1116,"Venezuela",NA,"S","secondary"
"833",-61.08,4.7,1117,"Venezuela",1946,"S","secondary"
"834",-62.28,5.15,1118,"Venezuela",NA,"S","secondary"
"835",-61.88,4.93,1119,"Venezuela",NA,"S","secondary"
"836",-60.8,4.97,1120,"Venezuela",NA,"S","secondary"
"837",-61.08,5.18,1121,"Venezuela",NA,"S","secondary"
"838",-61.35,6.09,1122,"Venezuela",NA,"S","secondary"
"839",-62.89,5.49,1123,"Venezuela",NA,"S","secondary"
"840",-63.32,6.83,1124,"Venezuela",NA,"S","secondary"
"841",-63.92,7.21,1125,"Venezuela",NA,"S","secondary"
"842",-64.23,5.35,1126,"Venezuela",NA,"S","secondary"
"843",-63.01,5.3,1127,"Venezuela",NA,"S","secondary"
"844",-62.44,5.61,1128,"Venezuela",NA,"S","secondary"
"845",-63.27,5.44,1129,"Venezuela",NA,"S","secondary"
"846",-62.9,5.34,1130,"Venezuela",1946,"S","secondary"
"847",-63.04,5.82,1131,"Venezuela",1954,"S","secondary"
"848",-63.62,5.12,1132,"Venezuela",NA,"S","secondary"
"849",-62.89,5.61,1133,"Venezuela",1968,"S","secondary"
"850",-61.62,6.94,1134,"Venezuela",NA,"S","secondary"
"851",-63.05,8.05,1135,"Venezuela",1961,"S","secondary"
"852",-65.33,7.51,1136,"Venezuela",NA,"S","secondary"
"853",-65.07,1.37,1137,"Venezuela",NA,"S","secondary"
"854",-66.18,1.07,1138,"Venezuela",NA,"S","secondary"
"855",-66.68,3.07,1139,"Venezuela",NA,"S","secondary"
"856",-65.67,2.43,1140,"Venezuela",NA,"S","secondary"
"857",-61.17,5.24,1141,"Venezuela",NA,"S","secondary"
"858",-62.46,5.02,1142,"Venezuela",NA,"S","secondary"
"859",-62.71,5.2,1143,"Venezuela",NA,"S","secondary"
"860",-60.71,5.02,1144,"Venezuela",NA,"S","secondary"
"861",-63.33,6.03,1145,"Venezuela",NA,"S","secondary"
"862",-63.28,7.25,1146,"Venezuela",NA,"S","secondary"
"863",-62.82,5.34,1147,"Venezuela",NA,"S","secondary"
"864",-62.9,6.06,1148,"Venezuela",1968,"S","secondary"
"865",-62.87,6.9,1149,"Venezuela",NA,"S","secondary"
"866",-61.77,6.53,1150,"Venezuela",NA,"S","secondary"
"867",-65.83,6.34,1151,"Venezuela",NA,"S","secondary"
"868",-63.05,6.16,1152,"Venezuela",NA,"S","secondary"
"869",-61.15,4.72,1153,"Venezuela",NA,"S","secondary"
"870",-63.27,6.86,1154,"Venezuela",NA,"S","secondary"
"871",-62.9,6.03,1155,"Venezuela",NA,"S","secondary"
"872",-65.81,6.36,1156,"Venezuela",NA,"S","secondary"
"873",-62.91,5.84,1157,"Venezuela",NA,"S","secondary"
"874",-63.42,5.71,1158,"Venezuela",NA,"S","secondary"
"875",-63,7.19,1159,"Venezuela",NA,"S","secondary"
"876",-61.84,4.24,1160,"Venezuela",NA,"S","secondary"
"877",-61.37,5.6,1161,"Venezuela",NA,"S","secondary"
"878",22.61,-16.3,1162,"Zambia",NA,"S","alluvial"
"879",24.82,-13.9,1163,"Zambia",NA,"S","alluvial"
"880",27.25,-16.25,1164,"Zambia",NA,"S","alluvial"
"881",22.33,-13.2,1165,"Zambia",NA,"S","alluvial"
"882",23.43,-16.3,1166,"Zambia",NA,"S","alluvial"
"883",23.12,-13.55,1167,"Zambia",NA,"S","alluvial"
"884",29.67,-19.7,1168,"Zimbabwe (Rhodesia)",1946,"S","alluvial"
"885",0,0,1173,"Zimbabwe (Rhodesia)",NA,"S","alluvial"
