"","gedlong","gedlat","ID","event_country","year","civdeath","region","gid","diamsec_y","diamprim_y","petroleum_y","row","col","xcoord","ycoord","diamsec_s","diamprim_s","petroleum_s","diamdummy","oildummy","GDP","Population","logGDP","uncivdeath"
"38",8.5121,7.7411,15923,"Nigeria",2005,0,"Africa",140778,0,0,0,196,378,8.75,7.75,0,0,0,0,0,2.58e+11,138865016,26.276225421868,1
"39",135.98008,-1.038102,141928,"Indonesia",1998,1.94591014905531,"Asia",128072,0,0,0,178,632,135.75,-1.25,0,0,0,0,0,4.29e+11,205724592,26.7847227558744,7
"40",15.315,-4.329722,23777,"DR Congo (Zaire)",1991,0,"Africa",123511,0,0,0,172,391,15.25,-4.25,0,0,0,0,0,NA,NA,NA,0
"41",98,22,49904,"Myanmar (Burma)",1999,1.6094379124341,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,14053019226,46181077,23.3661031011705,5
"42",36.816667,-1.283333,44127,"Kenya",2007,0,"Africa",127874,0,0,0,178,434,36.75,-1.25,0,0,0,0,0,NA,NA,NA,0
"43",105,35,73389,"China",1989,0,"Asia",180571,0,0,0,251,571,105.25,35.25,0,0,0,0,0,7.97e+11,1118650000,27.4041205157366,0
"44",92.36883,20.85761,49245,"Myanmar (Burma)",2007,0.693147180559945,"Asia",159665,0,0,0,222,545,92.25,20.75,0,0,0,0,0,37073010379,49621475,24.3361550587698,2
"45",39.289722,14.606388,35643,"Ethiopia",1989,2.94443897916644,"Africa",150919,0,0,0,210,439,39.25,14.75,0,0,0,0,0,9700011206,46272299,22.9953928777128,19
"46",18.583333,4.366667,62993,"Central African Republic",2013,6.68461172766793,"Africa",135758,0,0,0,189,398,18.75,4.25,0,0,0,0,0,NA,NA,NA,800
"47",27.466667,-11.666667,23957,"DR Congo (Zaire)",1991,2.83321334405622,"Africa",112735,0,0,0,157,415,27.25,-11.75,0,0,0,0,0,NA,NA,NA,17
"48",28.95,-4.3,24143,"DR Congo (Zaire)",1996,4.60517018598809,"Africa",123538,0,0,0,172,418,28.75,-4.25,0,0,0,0,0,NA,NA,NA,100
"49",-13.193056,8.468611,37858,"Sierra Leone",1997,1.6094379124341,"Africa",141454,0,0,0,197,334,-13.25,8.25,0,0,0,0,0,NA,NA,NA,5
"50",97.969422,9.631358,48647,"Myanmar (Burma)",1998,4.07753744390572,"Asia",143836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12666639111,45611220,23.262237532555,59
