"","gedlong","gedlat","ID","event_country","year","civdeath","region","gid","diamsec_y","diamprim_y","petroleum_y","row","col","xcoord","ycoord","diamsec_s","diamprim_s","petroleum_s","diamdummy","oildummy","GDP","Population","logGDP","uncivdeath"
"1651",36.816667,-1.283333,44078,"Kenya",1997,2.19722457733622,"Africa",127874,0,0,0,178,434,36.75,-1.25,0,0,0,0,0,NA,NA,NA,9
"1652",28.816667,-1.4,24111,"DR Congo (Zaire)",1997,2.83321334405622,"Africa",127858,0,0,0,178,418,28.75,-1.25,0,0,0,0,0,NA,NA,NA,17
"1653",98,22,50269,"Myanmar (Burma)",1997,3.25809653802148,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,11964760743,45027233,23.2052315617006,26
"1654",7.230038,4.733922,16825,"Nigeria",1997,0,"Africa",136455,0,0,1,190,375,7.25,4.75,0,0,0,0,1,1.56e+11,113457663,25.7731218441959,1
"1655",-16.271944,12.583333,34008,"Senegal",1997,0,"Africa",147928,0,0,0,206,328,-16.25,12.75,0,0,0,0,0,9391805163,9130877,22.9631033548212,1
"1656",98,22,49713,"Myanmar (Burma)",1997,0,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,11964760743,45027233,23.2052315617006,1
"1657",98,22,49909,"Myanmar (Burma)",1997,2.83321334405622,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,11964760743,45027233,23.2052315617006,17
"1658",98,22,49714,"Myanmar (Burma)",1997,1.6094379124341,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,11964760743,45027233,23.2052315617006,5
"1659",30,-3.5,10520,"Burundi",1997,1.09861228866811,"Africa",124981,0,0,0,174,421,30.25,-3.25,0,0,0,0,0,NA,NA,NA,3
"1660",98.429888,21.304659,48981,"Myanmar (Burma)",1997,0,"Asia",160397,0,0,0,223,557,98.25,21.25,0,0,0,0,0,11964760743,45027233,23.2052315617006,1
"1661",17.333333,-13.5,20560,"Angola",1997,0,"Africa",110555,0,0,0,154,395,17.25,-13.25,0,0,0,0,0,32653786719,14871570,24.2092266650862,0
"1662",98.429888,21.304659,48982,"Myanmar (Burma)",1997,0,"Asia",160397,0,0,0,223,557,98.25,21.25,0,0,0,0,0,11964760743,45027233,23.2052315617006,1
"1663",15,-15.333333,21231,"Angola",1997,0,"Africa",107671,0,0,0,150,391,15.25,-15.25,0,0,0,0,0,32653786719,14871570,24.2092266650862,0
"1664",28.816667,-1.4,24056,"DR Congo (Zaire)",1997,4.31748811353631,"Africa",127858,0,0,0,178,418,28.75,-1.25,0,0,0,0,0,NA,NA,NA,75
"1665",29.3642,-3.4576,10556,"Burundi",1997,0,"Africa",124979,0,0,0,174,419,29.25,-3.25,0,0,0,0,0,NA,NA,NA,0
"1666",-10.960783,7.727103,37760,"Sierra Leone",1997,1.6094379124341,"Africa",140739,1,0,0,196,339,-10.75,7.75,0,0,0,1,0,NA,NA,NA,5
"1667",-11.09694,7.52333,37825,"Sierra Leone",1997,0,"Africa",140738,0,0,0,196,338,-11.25,7.75,0,0,0,0,0,NA,NA,NA,1
"1668",-11.14139,7.77694,37876,"Sierra Leone",1997,0,"Africa",140738,0,0,0,196,338,-11.25,7.75,0,0,0,0,0,NA,NA,NA,1
"1669",81.7787,28.51746,101336,"Nepal",2002,0,"Asia",171164,0,0,0,238,524,81.75,28.75,0,0,0,0,0,NA,NA,NA,1
"1670",32,2.75,33510,"Uganda",1997,0,"Africa",133625,0,0,0,186,425,32.25,2.75,0,0,0,0,0,NA,NA,NA,1
"1671",14.816667,-12.4,20718,"Angola",1997,0,"Africa",111990,0,0,0,156,390,14.75,-12.25,0,0,0,0,0,32653786719,14871570,24.2092266650862,0
"1672",-16.271944,12.583333,39128,"Senegal",1997,1.79175946922805,"Africa",147928,0,0,0,206,328,-16.25,12.75,0,0,0,0,0,9391805163,9130877,22.9631033548212,6
"1673",15.315,-4.329722,23772,"DR Congo (Zaire)",1997,0,"Africa",123511,0,0,0,172,391,15.25,-4.25,0,0,0,0,0,NA,NA,NA,1
"1674",97.15,18.816667,49282,"Myanmar (Burma)",1997,0,"Asia",156795,0,0,0,218,555,97.25,18.75,0,0,0,0,0,11964760743,45027233,23.2052315617006,1
"1675",-66.879193,10.488011,204008,"Venezuela",1997,0,"Americas",144227,0,0,1,201,227,-66.75,10.25,0,0,0,0,1,2.96e+11,22837743,26.4136252912705,1
"1676",-13.2,8.616667,16577,"Sierra Leone",1997,0,"Africa",142174,0,0,0,198,334,-13.25,8.75,0,0,0,0,0,NA,NA,NA,0
"1677",-99.12766,19.42847,181547,"Mexico",1997,1.09861228866811,"Americas",157122,0,0,0,219,162,-99.25,19.25,0,0,0,0,0,8.07e+11,94611002,27.4165895052164,3
"1678",82.25,28.83333,105423,"Nepal",1997,0,"Asia",171165,0,0,0,238,525,82.25,28.75,0,0,0,0,0,NA,NA,NA,1
"1679",68.910904,36.665176,142396,"Afghanistan",1997,5.48063892334199,"Asia",182658,0,0,0,254,498,68.75,36.75,0,0,0,0,0,NA,19357126,NA,240
"1680",-13.234167,8.49,37874,"Sierra Leone",1997,3.55534806148941,"Africa",141454,0,0,0,197,334,-13.25,8.25,0,0,0,0,0,NA,NA,NA,35
"1681",83.66667,27.75,102934,"Nepal",2006,0.693147180559945,"Asia",169728,0,0,0,236,528,83.75,27.75,0,0,0,0,0,NA,NA,NA,2
"1682",15.284722,-4.259167,43144,"Congo",1997,0,"Africa",123511,0,0,0,172,391,15.25,-4.25,0,0,0,0,0,7016136593,2867280,22.6714785606124,1
"1683",113.25,23.116667,74331,"China",1997,0,"Asia",163307,0,0,0,227,587,113.25,23.25,0,0,0,0,0,1.77e+12,1230075000,28.2020006625143,1
"1684",11.846111,-4.794722,42925,"Congo",1997,2.63905732961526,"Africa",122784,0,0,1,171,384,11.75,-4.75,0,0,0,0,1,7016136593,2867280,22.6714785606124,14
"1685",13.049444,-4.1025,42987,"Congo",1997,3.71357206670431,"Africa",123507,0,0,0,172,387,13.25,-4.25,0,0,0,0,0,7016136593,2867280,22.6714785606124,41
"1686",11.846111,-4.794722,43086,"Congo",1997,3.71357206670431,"Africa",122784,0,0,1,171,384,11.75,-4.75,0,0,0,0,1,7016136593,2867280,22.6714785606124,41
"1687",97.668024,21.272245,49089,"Myanmar (Burma)",2002,0,"Asia",160396,0,0,0,223,556,97.75,21.25,0,0,0,0,0,19938352012,47702171,23.7159109507226,0
"1688",12.673889,-4.199722,43083,"Congo",1997,1.79175946922805,"Africa",123506,0,0,0,172,386,12.75,-4.25,0,0,0,0,0,7016136593,2867280,22.6714785606124,6
"1689",28.505744,-30.692715,18101,"South Africa",1993,0,"Africa",85378,0,0,0,119,418,28.75,-30.75,0,0,0,0,0,NA,NA,NA,1
"1690",84.83333,28.33333,105440,"Nepal",1997,0,"Asia",170450,0,0,0,237,530,84.75,28.25,0,0,0,0,0,NA,NA,NA,1
"1691",19.8,1.233333,22999,"DR Congo (Zaire)",1997,2.19722457733622,"Africa",131440,0,0,0,183,400,19.75,1.25,0,0,0,0,0,NA,NA,NA,9
"1692",-11.09944,7.81556,33756,"Sierra Leone",1997,4.00733318523247,"Africa",140738,0,0,0,196,338,-11.25,7.75,0,0,0,0,0,NA,NA,NA,55
"1693",-11.1875,7.876667,37902,"Sierra Leone",1997,2.30258509299405,"Africa",140738,0,0,0,196,338,-11.25,7.75,0,0,0,0,0,NA,NA,NA,10
"1694",29.484842,-1.621361,39419,"Rwanda",1997,6.289715570909,"Africa",127139,0,0,0,177,419,29.25,-1.75,0,0,0,0,0,NA,NA,NA,539
"1695",98.47457,14.091061,51077,"Myanmar (Burma)",1997,0,"Asia",150317,0,0,0,209,557,98.25,14.25,0,0,0,0,0,11964760743,45027233,23.2052315617006,1
"1696",125.583333,-8.566667,140859,"Indonesia",1997,0,"Asia",117252,0,0,0,163,612,125.75,-8.75,0,0,0,0,0,4.94e+11,202826446,26.9258013541343,0
"1697",95.984406,17.013975,51169,"Myanmar (Burma)",1997,1.38629436111989,"Asia",154632,0,0,1,215,552,95.75,17.25,0,0,0,0,1,11964760743,45027233,23.2052315617006,4
"1698",97.33333,17.83333,49040,"Myanmar (Burma)",1997,0,"Asia",155355,0,0,0,216,555,97.25,17.75,0,0,0,0,0,11964760743,45027233,23.2052315617006,1
"1699",-9.5,6.5,44629,"Liberia",1997,1.09861228866811,"Africa",139302,0,0,0,194,342,-9.25,6.75,0,0,0,0,0,NA,NA,NA,3
"1700",98,22,50303,"Myanmar (Burma)",1997,1.09861228866811,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,11964760743,45027233,23.2052315617006,3
"1701",98,22,51202,"Myanmar (Burma)",1997,0,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,11964760743,45027233,23.2052315617006,1
"1702",15.284722,-4.259167,42498,"Congo",1997,0,"Africa",123511,0,0,0,172,391,15.25,-4.25,0,0,0,0,0,7016136593,2867280,22.6714785606124,1
"1703",97.530556,21.607778,49422,"Myanmar (Burma)",1997,1.38629436111989,"Asia",161116,0,0,0,224,556,97.75,21.75,0,0,0,0,0,11964760743,45027233,23.2052315617006,4
"1704",34.535787,31.535298,177161,"Israel",1991,0,"Middle East",175390,0,0,1,244,430,34.75,31.75,0,0,0,0,1,1.08e+11,4949000,25.4053970640706,1
"1705",-66.879193,10.488011,204022,"Venezuela",1997,0,"Americas",144227,0,0,1,201,227,-66.75,10.25,0,0,0,0,1,2.96e+11,22837743,26.4136252912705,1
"1706",-9.5,6.5,44683,"Liberia",1997,0,"Africa",139302,0,0,0,194,342,-9.25,6.75,0,0,0,0,0,NA,NA,NA,1
"1707",12.216667,-5.083333,22019,"Angola",1997,0.693147180559945,"Africa",122065,0,0,1,170,385,12.25,-5.25,0,0,1,0,1,32653786719,14871570,24.2092266650862,2
"1708",12.883333,-4.45,21119,"Angola",1997,2.63905732961526,"Africa",123506,0,0,0,172,386,12.75,-4.25,0,0,0,0,0,32653786719,14871570,24.2092266650862,14
"1709",28.916667,-2.1,23523,"DR Congo (Zaire)",1997,3.09104245335832,"Africa",126418,0,0,0,176,418,28.75,-2.25,0,0,0,0,0,NA,NA,NA,22
"1710",-12.058892,8.199114,37885,"Sierra Leone",1997,0.693147180559945,"Africa",141456,0,0,0,197,336,-12.25,8.25,0,0,0,0,0,NA,NA,NA,2
"1711",-66.416667,10.25,197493,"Venezuela",1998,0,"Americas",144228,0,0,1,201,228,-66.25,10.25,0,0,0,0,1,2.96e+11,23288564,26.4136252912705,0
"1712",22.97,13.48,6961,"Sudan",1998,0,"Africa",148726,0,0,0,207,406,22.75,13.25,0,0,0,0,0,31057056883,26015521,24.1590918943177,0
"1713",32.7,8.516667,8811,"Sudan",2002,3.17805383034795,"Africa",142266,0,0,0,198,426,32.75,8.75,0,0,0,0,0,38597648770,28704778,24.3764571988676,24
"1714",22.466667,13.666667,8383,"Sudan",1998,0,"Africa",149445,0,0,0,208,405,22.25,13.75,0,0,0,0,0,31057056883,26015521,24.1590918943177,0
"1715",22.466667,13.183333,8417,"Sudan",1998,0,"Africa",148725,0,0,0,207,405,22.25,13.25,0,0,0,0,0,31057056883,26015521,24.1590918943177,0
"1716",81.7787,28.51746,100889,"Nepal",2002,1.09861228866811,"Asia",171164,0,0,0,238,524,81.75,28.75,0,0,0,0,0,NA,NA,NA,3
"1717",23,13,8698,"Sudan",1998,0,"Africa",148727,0,0,0,207,407,23.25,13.25,0,0,0,0,0,31057056883,26015521,24.1590918943177,0
"1718",1.166667,8,19881,"Togo",1998,0.693147180559945,"Africa",141483,0,0,0,197,363,1.25,8.25,0,0,0,0,0,NA,NA,NA,2
"1719",1.222778,6.131944,19919,"Togo",1998,1.09861228866811,"Africa",138603,0,0,0,193,363,1.25,6.25,0,0,0,0,0,NA,NA,NA,3
"1720",64.279081,35.641366,134500,"Afghanistan",1998,6.39692965521615,"Asia",181209,0,0,1,252,489,64.25,35.75,0,0,0,0,1,NA,19737765,NA,600
"1721",7.230038,4.733922,16823,"Nigeria",1998,0,"Africa",136455,0,0,1,190,375,7.25,4.75,0,0,0,0,1,1.6e+11,116319759,25.7984396521802,1
"1722",12.616667,-4.95,21986,"Angola",1998,0.693147180559945,"Africa",122786,0,0,0,171,386,12.75,-4.75,0,0,1,0,1,34185623676,15359601,24.2550710322879,2
"1723",29.3654,-3.3181,10684,"Burundi",1998,3.09104245335832,"Africa",124979,0,0,0,174,419,29.25,-3.25,0,0,0,0,0,NA,NA,NA,22
"1724",99.05,12.416667,49315,"Myanmar (Burma)",1998,0,"Asia",147439,1,0,0,205,559,99.25,12.25,0,0,0,1,0,12666639111,45611220,23.262237532555,1
"1725",2.116667,13.516667,24937,"Niger",1998,0,"Africa",149405,0,0,0,208,365,2.25,13.75,0,0,0,0,0,3731087483,10545716,22.0399655785117,0
"1726",28,7.7,7663,"Sudan",1998,5.99146454710798,"Africa",140817,0,0,0,196,417,28.25,7.75,0,0,0,0,0,31057056883,26015521,24.1590918943177,400
"1727",98,22,49710,"Myanmar (Burma)",1998,0.693147180559945,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,12666639111,45611220,23.262237532555,2
"1728",20.806164,42.753741,202129,"Serbia (Yugoslavia)",1998,0,"Europe",191202,0,0,0,266,402,20.75,42.75,0,0,0,0,0,NA,NA,NA,1
"1729",20.577778,42.621667,202217,"Serbia (Yugoslavia)",1998,0,"Europe",191202,0,0,0,266,402,20.75,42.75,0,0,0,0,0,NA,NA,NA,1
"1730",21.578119,42.588674,202784,"Serbia (Yugoslavia)",1998,0,"Europe",191204,0,0,0,266,404,21.75,42.75,0,0,0,0,0,NA,NA,NA,1
"1731",81.0972,8.4995,77777,"Sri Lanka",1998,2.07944154167984,"Asia",141643,0,0,0,197,523,81.25,8.25,0,0,0,0,0,NA,NA,NA,8
"1732",15.374444,-4.426111,20207,"DR Congo (Zaire)",1998,0.693147180559945,"Africa",123511,0,0,0,172,391,15.25,-4.25,0,0,0,0,0,NA,NA,NA,2
"1733",97.530556,21.607778,49421,"Myanmar (Burma)",1998,0,"Asia",161116,0,0,0,224,556,97.75,21.75,0,0,0,0,0,12666639111,45611220,23.262237532555,1
"1734",-12.505,7.52639,37898,"Sierra Leone",1998,0.693147180559945,"Africa",140735,0,0,0,196,335,-12.75,7.75,0,0,0,0,0,NA,NA,NA,2
"1735",19,15,12255,"Chad",1998,4.17438726989564,"Africa",151599,0,0,0,211,399,19.25,15.25,0,0,0,0,0,3919682952,7770048,22.089276607886,65
"1736",96.416399,18.629875,50664,"Myanmar (Burma)",1998,0,"Asia",156793,1,0,0,218,553,96.25,18.75,0,0,0,1,0,12666639111,45611220,23.262237532555,1
"1737",-11.738333,7.964722,37847,"Sierra Leone",1998,0.693147180559945,"Africa",140737,1,0,0,196,337,-11.75,7.75,0,0,0,1,0,NA,NA,NA,2
"1738",29.4839,-3.3489,10158,"Burundi",1998,4.27666611901606,"Africa",124979,0,0,0,174,419,29.25,-3.25,0,0,0,0,0,NA,NA,NA,72
"1739",15.284722,-4.259167,42622,"Congo",1998,0,"Africa",123511,0,0,0,172,391,15.25,-4.25,0,0,0,0,0,7278368401,2951647,22.7081725532944,1
"1740",97.75,16.25,49367,"Myanmar (Burma)",1998,0,"Asia",153196,0,0,0,213,556,97.75,16.25,0,0,0,0,0,12666639111,45611220,23.262237532555,1
"1741",16.3,8.7,12130,"Chad",1998,2.484906649788,"Africa",142233,0,0,1,198,393,16.25,8.75,0,0,0,0,1,3919682952,7770048,22.089276607886,12
"1742",16.237129,8.696012,12174,"Chad",1998,2.56494935746154,"Africa",142233,0,0,1,198,393,16.25,8.75,0,0,0,0,1,3919682952,7770048,22.089276607886,13
"1743",98,22,49732,"Myanmar (Burma)",1998,0,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,12666639111,45611220,23.262237532555,1
"1744",98.75,13,50492,"Myanmar (Burma)",1998,1.09861228866811,"Asia",148878,0,0,0,207,558,98.75,13.25,0,0,0,0,0,12666639111,45611220,23.262237532555,3
"1745",16.083333,8.566667,12266,"Chad",1998,2.30258509299405,"Africa",142233,0,0,1,198,393,16.25,8.75,0,0,0,0,1,3919682952,7770048,22.089276607886,10
"1746",32,2.75,32681,"Uganda",1998,0,"Africa",133625,0,0,0,186,425,32.25,2.75,0,0,0,0,0,NA,NA,NA,1
"1747",16.2967,9.0439,11898,"Chad",1998,3.2188758248682,"Africa",142953,0,0,1,199,393,16.25,9.25,0,0,0,0,1,3919682952,7770048,22.089276607886,25
"1748",84.83333,28.33333,101131,"Nepal",1998,0.693147180559945,"Asia",170450,0,0,0,237,530,84.75,28.25,0,0,0,0,0,NA,NA,NA,2
"1749",20.292222,42.66,202831,"Serbia (Yugoslavia)",1998,0,"Europe",191201,0,0,0,266,401,20.25,42.75,0,0,0,0,0,NA,NA,NA,0
"1750",35.300857,32.459433,177888,"Israel",1991,0,"Middle East",176111,0,0,0,245,431,35.25,32.25,0,0,0,0,0,1.08e+11,4949000,25.4053970640706,1
"1751",13.850833,-4.296111,43040,"Congo",1998,0.693147180559945,"Africa",123508,0,0,0,172,388,13.75,-4.25,0,0,0,0,0,7278368401,2951647,22.7081725532944,2
"1752",98,22,50383,"Myanmar (Burma)",1998,3.97029191355212,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,12666639111,45611220,23.262237532555,53
"1753",125.583333,-8.566667,140885,"Indonesia",1998,0.693147180559945,"Asia",117252,0,0,0,163,612,125.75,-8.75,0,0,0,0,0,4.29e+11,205724592,26.7847227558744,2
"1754",86.75,27.75,101046,"Nepal",2001,0,"Asia",169734,0,0,0,236,534,86.75,27.75,0,0,0,0,0,NA,NA,NA,1
"1755",-90.535278,14.613333,194044,"Guatemala",1998,0,"Americas",150659,0,0,0,210,179,-90.75,14.75,0,0,0,0,0,27664061026,11133501,24.0433999718566,1
"1756",-11.942936,8.168308,37897,"Sierra Leone",1998,0,"Africa",141457,0,0,0,197,337,-11.75,8.25,0,0,0,0,0,NA,NA,NA,1
"1757",98,22,50277,"Myanmar (Burma)",1998,1.38629436111989,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,12666639111,45611220,23.262237532555,4
"1758",98,22,49802,"Myanmar (Burma)",1998,0,"Asia",161837,0,0,0,225,557,98.25,22.25,0,0,0,0,0,12666639111,45611220,23.262237532555,1
"1759",3.896389,7.387778,16690,"Nigeria",1998,0,"Africa",140048,0,0,0,195,368,3.75,7.25,0,0,0,0,0,1.6e+11,116319759,25.7984396521802,0
"1760",18.5,-12.5,22154,"Angola",1998,0.693147180559945,"Africa",111998,0,0,0,156,398,18.75,-12.25,0,0,0,0,0,34185623676,15359601,24.2550710322879,2
"1761",97.969422,9.631358,48648,"Myanmar (Burma)",1998,3.09104245335832,"Asia",143836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12666639111,45611220,23.262237532555,22
"1762",97.341751,19.49125,74389,"Myanmar (Burma)",1998,0,"Asia",157515,0,0,0,219,555,97.25,19.25,0,0,0,0,0,12666639111,45611220,23.262237532555,1
"1763",97.866667,20.516667,78157,"Myanmar (Burma)",1998,0,"Asia",159676,0,0,0,222,556,97.75,20.75,0,0,0,0,0,12666639111,45611220,23.262237532555,1
"1764",20.788611,42.746667,201873,"Serbia (Yugoslavia)",1998,0,"Europe",191202,0,0,0,266,402,20.75,42.75,0,0,0,0,0,NA,NA,NA,1
"1765",20.283611,42.406944,202836,"Serbia (Yugoslavia)",1998,0,"Europe",190481,0,0,0,265,401,20.25,42.25,0,0,0,0,0,NA,NA,NA,0
"1766",99.05,12.416667,49317,"Myanmar (Burma)",1998,0,"Asia",147439,1,0,0,205,559,99.25,12.25,0,0,0,1,0,12666639111,45611220,23.262237532555,1
"1767",31.93868,2.81388,35956,"Uganda",1998,0.693147180559945,"Africa",133624,0,0,0,186,424,31.75,2.75,0,0,0,0,0,NA,NA,NA,2
"1768",20.430833,42.380278,201875,"Serbia (Yugoslavia)",1998,0,"Europe",190481,0,0,0,265,401,20.25,42.25,0,0,0,0,0,NA,NA,NA,0
"1769",20.327882,42.493427,201992,"Serbia (Yugoslavia)",1998,0,"Europe",190481,0,0,0,265,401,20.25,42.25,0,0,0,0,0,NA,NA,NA,1
"1770",20.654722,42.399444,202014,"Serbia (Yugoslavia)",1998,0,"Europe",190482,0,0,0,265,402,20.75,42.25,0,0,0,0,0,NA,NA,NA,0
"1771",20.9,42.616667,202838,"Serbia (Yugoslavia)",1998,1.79175946922805,"Europe",191202,0,0,0,266,402,20.75,42.75,0,0,0,0,0,NA,NA,NA,6
"1772",20.584444,42.671389,202841,"Serbia (Yugoslavia)",1998,3.25809653802148,"Europe",191202,0,0,0,266,402,20.75,42.75,0,0,0,0,0,NA,NA,NA,26
"1773",29.460556,-3.067778,10027,"Burundi",2002,1.94591014905531,"Africa",124979,0,0,0,174,419,29.25,-3.25,0,0,0,0,0,NA,NA,NA,7
"1774",15.315,-4.329722,23770,"DR Congo (Zaire)",1998,0,"Africa",123511,0,0,0,172,391,15.25,-4.25,0,0,0,0,0,NA,NA,NA,1
"1775",20.825,42.358611,202069,"Serbia (Yugoslavia)",1998,0,"Europe",190482,0,0,0,265,402,20.75,42.25,0,0,0,0,0,NA,NA,NA,0
"1776",82.25,28.83333,104674,"Nepal",1998,2.07944154167984,"Asia",171165,0,0,0,238,525,82.25,28.75,0,0,0,0,0,NA,NA,NA,8
"1777",31.715,1.674444,36936,"Uganda",1998,0,"Africa",132184,0,0,0,184,424,31.75,1.75,0,0,0,0,0,NA,NA,NA,1
"1778",82.25,28.83333,105446,"Nepal",1998,0,"Asia",171165,0,0,0,238,525,82.25,28.75,0,0,0,0,0,NA,NA,NA,1
"1779",131.25,-0.866667,141929,"Indonesia",1998,0,"Asia",128783,0,0,1,179,623,131.25,-0.75,0,0,0,0,1,4.29e+11,205724592,26.7847227558744,1
"1780",29.429167,-3.530556,10775,"Burundi",1998,1.79175946922805,"Africa",124259,0,0,0,173,419,29.25,-3.75,0,0,0,0,0,NA,NA,NA,6
"1781",81.83333,29.25,105451,"Nepal",1998,0,"Asia",171884,0,0,0,239,524,81.75,29.25,0,0,0,0,0,NA,NA,NA,1
"1782",84.83333,28.33333,106177,"Nepal",1998,0,"Asia",170450,0,0,0,237,530,84.75,28.25,0,0,0,0,0,NA,NA,NA,1
"1783",-66.80155,10.47226,198340,"Venezuela",1998,0,"Americas",144227,0,0,1,201,227,-66.75,10.25,0,0,0,0,1,2.96e+11,23288564,26.4136252912705,1
"1784",21.028162,42.667518,202220,"Serbia (Yugoslavia)",1998,0,"Europe",191203,0,0,0,266,403,21.25,42.75,0,0,0,0,0,NA,NA,NA,0
"1785",82.18333,29.27528,106178,"Nepal",1998,1.09861228866811,"Asia",171885,0,0,0,239,525,82.25,29.25,0,0,0,0,0,NA,NA,NA,3
"1786",98.165273,17.228569,48687,"Myanmar (Burma)",1998,0,"Asia",154637,0,0,0,215,557,98.25,17.25,0,0,0,0,0,12666639111,45611220,23.262237532555,1
"1787",82.25,28.83333,101126,"Nepal",1998,0,"Asia",171165,0,0,0,238,525,82.25,28.75,0,0,0,0,0,NA,NA,NA,1
"1788",20.825,42.358611,202793,"Serbia (Yugoslavia)",1998,0,"Europe",190482,0,0,0,265,402,20.75,42.25,0,0,0,0,0,NA,NA,NA,0
"1789",21,42.583333,202817,"Serbia (Yugoslavia)",1998,0,"Europe",191203,0,0,0,266,403,21.25,42.75,0,0,0,0,0,NA,NA,NA,0
"1790",17.05,-5.866667,24054,"DR Congo (Zaire)",1998,0,"Africa",121355,0,0,0,169,395,17.25,-5.75,0,0,0,0,0,NA,NA,NA,1
"1791",67.116647,36.700067,134846,"Afghanistan",1998,7.60090245954208,"Asia",182655,0,0,1,254,495,67.25,36.75,0,0,0,0,1,NA,19737765,NA,2000
"1792",97.533333,21.6,49508,"Myanmar (Burma)",1998,0,"Asia",161116,0,0,0,224,556,97.75,21.75,0,0,0,0,0,12666639111,45611220,23.262237532555,1
"1793",76.66667,33.91667,89966,"India",1998,2.94443897916644,"Asia",178354,0,0,0,248,514,76.75,33.75,0,0,0,0,0,7.73e+11,1019483581,27.3735448855338,19
"1794",20.745833,42.482222,201865,"Serbia (Yugoslavia)",1998,0,"Europe",190482,0,0,0,265,402,20.75,42.25,0,0,0,0,0,NA,NA,NA,0
"1795",20.768056,42.170833,201866,"Serbia (Yugoslavia)",1998,1.94591014905531,"Europe",190482,0,0,0,265,402,20.75,42.25,0,0,0,0,0,NA,NA,NA,7
"1796",98.111969,21.102417,48934,"Myanmar (Burma)",1998,1.09861228866811,"Asia",160397,0,0,0,223,557,98.25,21.25,0,0,0,0,0,12666639111,45611220,23.262237532555,3
"1797",67.116647,36.700067,134816,"Afghanistan",1998,7.43307534889858,"Asia",182655,0,0,1,254,495,67.25,36.75,0,0,0,0,1,NA,19737765,NA,1691
"1798",20.291111,42.537778,201972,"Serbia (Yugoslavia)",1998,0,"Europe",191201,0,0,0,266,401,20.25,42.75,0,0,0,0,0,NA,NA,NA,0
"1799",21.175278,42.283889,201993,"Serbia (Yugoslavia)",1998,1.09861228866811,"Europe",190483,0,0,0,265,403,21.25,42.25,0,0,0,0,0,NA,NA,NA,3
"1800",29.766667,-7.066667,24190,"DR Congo (Zaire)",1998,0.693147180559945,"Africa",119220,0,0,0,166,420,29.75,-7.25,0,0,0,0,0,NA,NA,NA,2
"1801",82.25,28.83333,103756,"Nepal",1998,0.693147180559945,"Asia",171165,0,0,0,238,525,82.25,28.75,0,0,0,0,0,NA,NA,NA,2
"1802",26.289561,-2.714963,24425,"DR Congo (Zaire)",1998,4.89034912822175,"Africa",125693,0,0,0,175,413,26.25,-2.75,0,0,0,0,0,NA,NA,NA,133
"1803",82.18333,29.27528,103757,"Nepal",1998,0,"Asia",171885,0,0,0,239,525,82.25,29.25,0,0,0,0,0,NA,NA,NA,1
"1804",20.292222,42.66,202013,"Serbia (Yugoslavia)",1998,1.79175946922805,"Europe",191201,0,0,0,266,401,20.25,42.75,0,0,0,0,0,NA,NA,NA,6
"1805",20.291111,42.537778,203003,"Serbia (Yugoslavia)",1998,1.79175946922805,"Europe",191201,0,0,0,266,401,20.25,42.75,0,0,0,0,0,NA,NA,NA,6
"1806",29.2,-5.933333,23550,"DR Congo (Zaire)",1998,4.34380542185368,"Africa",121379,0,0,0,169,419,29.25,-5.75,0,0,0,0,0,NA,NA,NA,77
"1807",29.766667,-7.066667,24185,"DR Congo (Zaire)",1998,4.71849887129509,"Africa",119220,0,0,0,166,420,29.75,-7.25,0,0,0,0,0,NA,NA,NA,112
"1808",81.83333,29.25,106140,"Nepal",1998,0,"Asia",171884,0,0,0,239,524,81.75,29.25,0,0,0,0,0,NA,NA,NA,1
"1809",21,42.583333,202802,"Serbia (Yugoslavia)",1998,0,"Europe",191203,0,0,0,266,403,21.25,42.75,0,0,0,0,0,NA,NA,NA,0
"1810",20.825,42.358611,202132,"Serbia (Yugoslavia)",1998,0,"Europe",190482,0,0,0,265,402,20.75,42.25,0,0,0,0,0,NA,NA,NA,0
"1811",21,42.583333,202221,"Serbia (Yugoslavia)",1998,0,"Europe",191203,0,0,0,266,403,21.25,42.75,0,0,0,0,0,NA,NA,NA,0
"1812",20.745833,42.482222,202804,"Serbia (Yugoslavia)",1998,0,"Europe",190482,0,0,0,265,402,20.75,42.25,0,0,0,0,0,NA,NA,NA,0
"1813",20.935897,42.521278,201856,"Serbia (Yugoslavia)",1998,0,"Europe",191202,0,0,0,266,402,20.75,42.75,0,0,0,0,0,NA,NA,NA,0
