"","gedlong","gedlat","ID","event_country","year","civdeath","region"
"3986",95.984406,17.013975,51168,"Myanmar (Burma)",1997,6,"Asia"
"3987",15.284722,-4.259167,42623,"Congo",1997,1,"Africa"
"3988",-12.859028,7.580869,32424,"Sierra Leone",1997,1,"Africa"
"3989",98,22,50398,"Myanmar (Burma)",1997,2,"Asia"
"3990",97.7,17.7,51016,"Myanmar (Burma)",1997,4,"Asia"
"3991",37.466667,12.6,35605,"Ethiopia",2002,3,"Africa"
"3992",98,22,50396,"Myanmar (Burma)",1997,3,"Asia"
"3993",15.284722,-4.259167,42411,"Congo",1997,1,"Africa"
"3994",98.47457,14.091061,50947,"Myanmar (Burma)",1997,2,"Asia"
"3995",125.916667,-8.7,164029,"Indonesia",1998,6,"Asia"
"3996",125.383333,-8.833333,164030,"Indonesia",1998,4,"Asia"
"3997",125.25,-8.916667,164031,"Indonesia",1998,11,"Asia"
"3998",126.5,-8.583333,164032,"Indonesia",1998,4,"Asia"
"3999",12.5,-4.833333,20375,"Angola",1998,21,"Africa"
"4000",-91.80196,16.8721,183598,"Mexico",1998,1,"Americas"
"4001",-13.234167,8.49,33754,"Sierra Leone",1998,1,"Africa"
"4002",15.284722,-4.259167,42596,"Congo",1998,1,"Africa"
"4003",-74.47226,5.00886,221787,"Colombia",1998,6,"Americas"
"4004",97.459122,17.36285,48688,"Myanmar (Burma)",1998,1,"Asia"
"4005",97.7,17.7,51029,"Myanmar (Burma)",1998,2,"Asia"
"4006",18.5,-12.5,22384,"Angola",1998,1,"Africa"
"4007",-16.25,12.5,39020,"Senegal",1998,1,"Africa"
"4008",96.25,18.25,51293,"Myanmar (Burma)",1998,1,"Asia"
"4009",95.984406,17.013975,51167,"Myanmar (Burma)",1998,2,"Asia"
"4010",-12.91667,9.11667,37888,"Sierra Leone",1998,8,"Africa"
"4011",-11.1875,7.876667,34349,"Sierra Leone",1998,2,"Africa"
"4012",97.866667,20.516667,49519,"Myanmar (Burma)",1998,15,"Asia"
"4013",15.279722,-4.348611,22989,"DR Congo (Zaire)",1998,1,"Africa"
"4014",-11.1875,7.876667,34338,"Sierra Leone",1998,50,"Africa"
"4015",-11.803128,7.284392,33139,"Sierra Leone",1998,1,"Africa"
"4016",-11.85,8.1,37830,"Sierra Leone",1998,1,"Africa"
"4017",-12.5,8,37848,"Sierra Leone",1998,5,"Africa"
"4018",29.386944,-3.857778,10828,"Burundi",1998,100,"Africa"
"4019",29.283333,0.15,23214,"DR Congo (Zaire)",1998,300,"Africa"
"4020",16.34528,-9.54472,20872,"Angola",1998,4,"Africa"
"4021",31.93868,2.81388,35958,"Uganda",1998,1,"Africa"
"4022",21.166667,42.666667,201854,"Serbia (Yugoslavia)",1998,1,"Europe"
"4023",21.166667,42.666667,202828,"Serbia (Yugoslavia)",1998,0,"Europe"
"4024",97.7,17.7,50895,"Myanmar (Burma)",1998,1,"Asia"
"4025",96.25,18.25,48590,"Myanmar (Burma)",1998,1,"Asia"
"4026",96.25,18.25,51115,"Myanmar (Burma)",1998,5,"Asia"
"4027",96.25,18.25,51182,"Myanmar (Burma)",1998,1,"Asia"
"4028",96.25,18.25,51194,"Myanmar (Burma)",1998,3,"Asia"
"4029",27.333333,-2.7,24517,"DR Congo (Zaire)",1998,154,"Africa"
"4030",-11.1875,7.876667,37867,"Sierra Leone",1998,1,"Africa"
"4031",-12.1725,7.58361,37872,"Sierra Leone",1998,1,"Africa"
"4032",98,22,48960,"Myanmar (Burma)",1998,1,"Asia"
"4033",86.75,26.58333,101035,"Nepal",2001,1,"Asia"
"4034",13.914444,-3.990556,42983,"Congo",1998,100,"Africa"
"4035",32.534167,15.588056,7792,"Sudan",1998,0,"Africa"
"4036",81.83333,29.25,106250,"Nepal",1998,1,"Asia"
"4037",97.274696,17.1325,50616,"Myanmar (Burma)",1998,1,"Asia"
"4038",97.7,17.7,51075,"Myanmar (Burma)",1998,2,"Asia"
"4039",29.283333,0.15,23224,"DR Congo (Zaire)",1998,600,"Africa"
"4040",99.05,12.416667,49320,"Myanmar (Burma)",1998,1,"Asia"
"4041",97.442981,18.062283,50152,"Myanmar (Burma)",1998,1,"Asia"
"4042",81.41667,28.33333,106254,"Nepal",1998,1,"Asia"
"4043",32.08124,2.83646,33413,"Uganda",1998,1,"Africa"
"4044",27.55111,8.88152,8740,"Sudan",1998,39,"Africa"
"4045",28,8,8523,"Sudan",1998,24,"Africa"
"4046",20.584444,42.671389,202835,"Serbia (Yugoslavia)",1998,0,"Europe"
"4047",97.7,17.7,50987,"Myanmar (Burma)",1998,1,"Asia"
"4048",97.7,17.7,51032,"Myanmar (Burma)",1998,0,"Asia"
"4049",97.7,17.7,48676,"Myanmar (Burma)",1998,1,"Asia"
"4050",97.71672,20.89184,50114,"Myanmar (Burma)",1998,36,"Asia"
"4051",97.7,17.7,51010,"Myanmar (Burma)",1998,3,"Asia"
"4052",110.364444,-7.801389,140966,"Indonesia",1998,1,"Asia"
"4053",106.816667,-6.2,141921,"Indonesia",1998,6,"Asia"
"4054",28.57,9.078888,8516,"Sudan",1998,120,"Africa"
"4055",-16.527778,12.5475,33607,"Senegal",1998,6,"Africa"
"4056",25,0,23223,"DR Congo (Zaire)",1998,1,"Africa"
"4057",98,22,49897,"Myanmar (Burma)",1998,1,"Asia"
"4058",98.47457,14.091061,51394,"Myanmar (Burma)",1998,1,"Asia"
"4059",20.577778,42.621667,201874,"Serbia (Yugoslavia)",1998,0,"Europe"
"4060",81.83333,29.25,103758,"Nepal",1998,3,"Asia"
"4061",28.860833,-2.508333,23097,"DR Congo (Zaire)",1998,1,"Africa"
"4062",98,22,49733,"Myanmar (Burma)",1998,4,"Asia"
"4063",98,22,49888,"Myanmar (Burma)",1998,1,"Asia"
"4064",18.5,-12.5,20362,"Angola",1998,1,"Africa"
"4065",20.291111,42.537778,201876,"Serbia (Yugoslavia)",1998,0,"Europe"
"4066",16.5,-6.333333,21663,"Angola",1998,1,"Africa"
"4067",98.75,13,50490,"Myanmar (Burma)",1998,3,"Asia"
"4068",20.291111,42.537778,201962,"Serbia (Yugoslavia)",1998,30,"Europe"
"4069",20.292222,42.66,201963,"Serbia (Yugoslavia)",1998,8,"Europe"
"4070",8.5,11.5,16390,"Nigeria",1998,3,"Africa"
"4071",26.966667,9.116667,9455,"Sudan",1998,0,"Africa"
"4072",86,27.25,105442,"Nepal",1998,1,"Asia"
"4073",98,22,49722,"Myanmar (Burma)",1998,1,"Asia"
"4074",80.626868,9.39336,77773,"Sri Lanka",1998,0,"Asia"
"4075",27.394256,8.774581,7978,"Sudan",1998,13,"Africa"
"4076",97.533333,21.6,49525,"Myanmar (Burma)",1998,26,"Asia"
"4077",82.25,28.83333,105443,"Nepal",1998,1,"Asia"
"4078",85.58333,27,101356,"Nepal",2001,1,"Asia"
"4079",98,22,49725,"Myanmar (Burma)",1998,1,"Asia"
"4080",82.25,28.83333,105450,"Nepal",1998,1,"Asia"
"4081",98.516667,14.166667,50070,"Myanmar (Burma)",1998,3,"Asia"
"4082",82.25,28.83333,106174,"Nepal",1998,8,"Asia"
"4083",82.58333,28.75,106181,"Nepal",1998,1,"Asia"
"4084",15.333333,-7.833333,20349,"Angola",1998,1,"Africa"
"4085",15.315,-4.329722,23769,"DR Congo (Zaire)",1998,2,"Africa"
"4086",44.41667,1.83333,233627,"Somalia",2016,3,"Africa"
"4087",20.654722,42.399444,202015,"Serbia (Yugoslavia)",1998,0,"Europe"
"4088",86,27.25,101113,"Nepal",1998,8,"Asia"
"4089",81.41667,28.33333,101115,"Nepal",1998,1,"Asia"
"4090",1.616667,6.5,19914,"Togo",1998,1,"Africa"
"4091",126.013056,-8.511389,141923,"Indonesia",1998,1,"Asia"
"4092",20.430833,42.380278,202070,"Serbia (Yugoslavia)",1998,0,"Europe"
"4093",20.745833,42.482222,202081,"Serbia (Yugoslavia)",1998,0,"Europe"
"4094",20.291111,42.537778,202112,"Serbia (Yugoslavia)",1998,7,"Europe"
"4095",3.896389,7.387778,13979,"Nigeria",1998,14,"Africa"
"4096",81.83333,29.25,102714,"Nepal",1998,4,"Asia"
"4097",20.968056,42.4525,202120,"Serbia (Yugoslavia)",1998,1,"Europe"
"4098",82.25,28.83333,103768,"Nepal",1998,1,"Asia"
"4099",81.83333,29.25,103769,"Nepal",1998,2,"Asia"
"4100",98,22,49723,"Myanmar (Burma)",1998,2,"Asia"
"4101",97.15,18.816667,51348,"Myanmar (Burma)",1998,4,"Asia"
"4102",82.18333,29.27528,104658,"Nepal",1998,2,"Asia"
"4103",97.866667,20.516667,49518,"Myanmar (Burma)",1998,13,"Asia"
"4104",98,22,49950,"Myanmar (Burma)",1998,4,"Asia"
"4105",96.25,18.25,51350,"Myanmar (Burma)",1998,2,"Asia"
"4106",86,27.25,105445,"Nepal",1998,1,"Asia"
"4107",20.321617,42.380912,202121,"Serbia (Yugoslavia)",1998,1,"Europe"
"4108",5.75,5.5167,16195,"Nigeria",1998,0,"Africa"
"4109",6.788452,6.14543,15706,"Nigeria",2005,0,"Africa"
"4110",97.341751,19.49125,73507,"Myanmar (Burma)",1998,3,"Asia"
"4111",98.47457,14.091061,51044,"Myanmar (Burma)",1998,1,"Asia"
"4112",135.98008,-1.038102,141927,"Indonesia",1998,1,"Asia"
"4113",20.900073,42.360779,202122,"Serbia (Yugoslavia)",1998,0,"Europe"
"4114",97.563889,20.925,49145,"Myanmar (Burma)",1998,3,"Asia"
"4115",70.45575,34.428844,142405,"Afghanistan",1998,1,"Asia"
"4116",71.082206,34.13106,142406,"Afghanistan",1998,1,"Asia"
"4117",92.85,21.3,49325,"Myanmar (Burma)",1998,1,"Asia"
"4118",64.839672,36.072913,134794,"Afghanistan",1998,0,"Asia"
"4119",4.833333,7.1,16649,"Nigeria",1998,1,"Africa"
"4120",29.593611,-4.344167,10744,"Burundi",1998,4,"Africa"
"4121",29.593611,-4.344167,9878,"Burundi",1998,4,"Africa"
"4122",25,0,20294,"DR Congo (Zaire)",1998,1,"Africa"
"4123",29.593611,-4.344167,10999,"Burundi",1998,5,"Africa"
"4124",21,42.583333,202818,"Serbia (Yugoslavia)",1998,0,"Europe"
"4125",20.277222,42.475833,201855,"Serbia (Yugoslavia)",1998,20,"Europe"
"4126",20.729913,42.981922,201877,"Serbia (Yugoslavia)",1998,0,"Europe"
"4127",13.333333,-8.833333,20601,"Angola",1998,7,"Africa"
"4128",97.563889,20.925,49132,"Myanmar (Burma)",1998,1,"Asia"
"4129",25.2,0.5,23809,"DR Congo (Zaire)",1998,0,"Africa"
"4130",32.534167,15.588056,6784,"Sudan",1998,1,"Africa"
"4131",29.389,-3.2781,11064,"Burundi",1998,2,"Africa"
"4132",7.42264,4.69962,17065,"Nigeria",1998,1,"Africa"
"4133",67.116647,36.700067,142216,"Afghanistan",1998,9,"Asia"
"4134",67.116647,36.700067,142218,"Afghanistan",1998,100,"Asia"
"4135",20.292222,42.66,201971,"Serbia (Yugoslavia)",1998,0,"Europe"
"4136",67.116647,36.700067,142219,"Afghanistan",1998,200,"Asia"
"4137",67.116647,36.700067,142220,"Afghanistan",1998,300,"Asia"
"4138",67.116647,36.700067,142221,"Afghanistan",1998,700,"Asia"
"4139",21.040556,42.449444,202016,"Serbia (Yugoslavia)",1998,0,"Europe"
"4140",20.96575,42.556508,202082,"Serbia (Yugoslavia)",1998,2,"Europe"
"4141",14.764444,-4.361389,43123,"Congo",1998,163,"Africa"
"4142",1.222778,6.131944,19932,"Togo",1998,3,"Africa"
"4143",29.766667,-7.066667,24179,"DR Congo (Zaire)",1998,10,"Africa"
"4144",81.83333,29.25,103792,"Nepal",1998,5,"Asia"
"4145",98,22,50278,"Myanmar (Burma)",1998,4,"Asia"
"4146",82.25,28.83333,104646,"Nepal",1998,1,"Asia"
"4147",104.916006,11.56245,111540,"Cambodia (Kampuchea)",1998,0,"Asia"
"4148",81.41667,28.33333,105419,"Nepal",1998,1,"Asia"
"4149",98.3665,20.317697,49452,"Myanmar (Burma)",1998,4,"Asia"
"4150",27.616667,2.766667,23448,"DR Congo (Zaire)",1998,6,"Africa"
"4151",21.058333,42.745556,202803,"Serbia (Yugoslavia)",1998,0,"Europe"
"4152",21,42.583333,202760,"Serbia (Yugoslavia)",1998,8,"Europe"
"4153",97.274696,17.1325,73493,"Myanmar (Burma)",1998,1,"Asia"
"4154",20.739722,42.213889,201881,"Serbia (Yugoslavia)",1998,0,"Europe"
"4155",20.829369,42.483744,201884,"Serbia (Yugoslavia)",1998,0,"Europe"
"4156",7.43828,10.52224,13240,"Nigeria",1998,0,"Africa"
"4157",82.25,28.83333,106131,"Nepal",1998,3,"Asia"
"4158",21,42.583333,201885,"Serbia (Yugoslavia)",1998,0,"Europe"
"4159",104.916006,11.56245,111495,"Cambodia (Kampuchea)",1998,2,"Asia"
"4160",-4.028056,5.341111,42621,"Ivory Coast",1998,0,"Africa"
"4161",98.429888,21.304659,49011,"Myanmar (Burma)",1998,13,"Asia"
"4162",20.739722,42.213889,201886,"Serbia (Yugoslavia)",1998,20,"Europe"
"4163",20.739722,42.213889,201974,"Serbia (Yugoslavia)",1998,2,"Europe"
"4164",97.866667,20.516667,49520,"Myanmar (Burma)",1998,1,"Asia"
"4165",-8.562778,7.556389,44897,"Liberia",2002,1,"Africa"
"4166",29.2,-5.933333,23549,"DR Congo (Zaire)",1998,96,"Africa"
"4167",8.513807,11.994354,13242,"Nigeria",1998,0,"Africa"
"4168",-10.537778,6.221389,43527,"Liberia",1998,13,"Africa"
"4169",98.47457,14.091061,51382,"Myanmar (Burma)",1998,3,"Asia"
"4170",20.806164,42.753741,202018,"Serbia (Yugoslavia)",1998,0,"Europe"
"4171",98,22,49745,"Myanmar (Burma)",1998,1,"Asia"
"4172",20.866667,42.883333,201994,"Serbia (Yugoslavia)",1998,0,"Europe"
"4173",3.395833,6.453056,13973,"Nigeria",1998,3,"Africa"
"4174",20.753611,42.641389,202842,"Serbia (Yugoslavia)",1998,16,"Europe"
"4175",66.973499,34.151347,134879,"Afghanistan",1998,10,"Asia"
"4176",66.942711,34.982801,134880,"Afghanistan",1998,9,"Asia"
"4177",86,27.25,101392,"Nepal",1998,1,"Asia"
"4178",-71.64056,10.63167,204023,"Venezuela",1998,1,"Americas"
"4179",-11.306111,7.315278,37828,"Sierra Leone",1998,1,"Africa"
"4180",26.066666,3.65,23264,"DR Congo (Zaire)",1998,25,"Africa"
"4181",82.25,28.83333,102691,"Nepal",1998,1,"Asia"
"4182",97.7,17.7,50980,"Myanmar (Burma)",1998,2,"Asia"
"4183",66.929764,34.423317,134883,"Afghanistan",1998,40,"Asia"
"4184",66.353438,34.706397,149401,"Afghanistan",1998,20,"Asia"
"4185",97.7,17.7,48683,"Myanmar (Burma)",1998,1,"Asia"
"4186",20.654722,42.399444,202023,"Serbia (Yugoslavia)",1998,0,"Europe"
"4187",14.764444,-4.361389,42595,"Congo",1998,2,"Africa"
"4188",96.25,18.25,48565,"Myanmar (Burma)",1998,2,"Asia"
"4189",96.25,18.25,48604,"Myanmar (Burma)",1998,1,"Asia"
"4190",96.25,18.25,48606,"Myanmar (Burma)",1998,2,"Asia"
"4191",98,22,49737,"Myanmar (Burma)",1998,1,"Asia"
"4192",99.05,12.416667,50023,"Myanmar (Burma)",1998,1,"Asia"
"4193",82.25,28.83333,103793,"Nepal",1998,1,"Asia"
"4194",96.25,18.25,50917,"Myanmar (Burma)",1998,2,"Asia"
"4195",98,22,49740,"Myanmar (Burma)",1998,2,"Asia"
"4196",21.029722,42.3675,202114,"Serbia (Yugoslavia)",1998,13,"Europe"
"4197",-67.59583,10.24694,204025,"Venezuela",1998,0,"Americas"
"4198",-66.95485,10.59621,204026,"Venezuela",1998,0,"Americas"
"4199",96.25,18.25,51195,"Myanmar (Burma)",1998,4,"Asia"
"4200",11.846111,-4.794722,43120,"Congo",1998,1,"Africa"
"4201",98,22,49741,"Myanmar (Burma)",1998,1,"Asia"
"4202",87.83333,27.66667,101630,"Nepal",2005,1,"Asia"
"4203",97.7,17.7,51015,"Myanmar (Burma)",1998,1,"Asia"
"4204",21,42.583333,202846,"Serbia (Yugoslavia)",1998,0,"Europe"
"4205",-16.271944,12.583333,32574,"Senegal",1998,1,"Africa"
"4206",97.7,17.7,51038,"Myanmar (Burma)",1998,3,"Asia"
"4207",82.25,28.83333,101103,"Nepal",1998,1,"Asia"
"4208",86.33333,26.75,101394,"Nepal",1998,1,"Asia"
"4209",98.75,13,50507,"Myanmar (Burma)",1998,5,"Asia"
"4210",97.7,17.7,51153,"Myanmar (Burma)",1998,2,"Asia"
"4211",98,22,49870,"Myanmar (Burma)",1998,1,"Asia"
"4212",85.66667,27.58333,103786,"Nepal",1998,2,"Asia"
"4213",96.25,18.25,48586,"Myanmar (Burma)",1998,2,"Asia"
"4214",-66.80155,10.47226,204037,"Venezuela",1998,0,"Americas"
"4215",82.25,28.83333,104677,"Nepal",1998,1,"Asia"
"4216",125.786713,-9.027043,141087,"Indonesia",1998,1,"Asia"
"4217",19.955833,44.316944,202134,"Serbia (Yugoslavia)",1998,2,"Europe"
"4218",96.25,18.25,51291,"Myanmar (Burma)",1998,2,"Asia"
"4219",125.1585,-8.80954,141930,"Indonesia",1998,3,"Asia"
"4220",125.786713,-9.027043,141933,"Indonesia",1998,7,"Asia"
"4221",82.25,28.83333,106218,"Nepal",1998,2,"Asia"
"4222",21,42.583333,202222,"Serbia (Yugoslavia)",1998,0,"Europe"
"4223",99.05,12.416667,50042,"Myanmar (Burma)",1998,2,"Asia"
"4224",98.47457,14.091061,51234,"Myanmar (Burma)",1998,9,"Asia"
"4225",96.25,18.25,51397,"Myanmar (Burma)",1998,2,"Asia"
"4226",-71.78389,6.39833,221994,"Colombia",1998,5,"Americas"
"4227",96.25,18.25,51361,"Myanmar (Burma)",1998,1,"Asia"
"4228",98.47457,14.091061,51079,"Myanmar (Burma)",1998,6,"Asia"
"4229",98,22,49572,"Myanmar (Burma)",1998,1,"Asia"
"4230",99.05,12.416667,50047,"Myanmar (Burma)",1998,3,"Asia"
"4231",86,27.25,101090,"Nepal",1998,1,"Asia"
"4232",125.705,-8.89622,141934,"Indonesia",1998,1,"Asia"
"4233",-12.21667,9.3,37834,"Sierra Leone",1998,2,"Africa"
"4234",96.25,18.25,78151,"Myanmar (Burma)",1998,1,"Asia"
"4235",69.229559,34.861324,135073,"Afghanistan",1999,24,"Asia"
"4236",21.166667,42.666667,202757,"Serbia (Yugoslavia)",1998,0,"Europe"
"4237",21,42.583333,202703,"Serbia (Yugoslavia)",1998,0,"Europe"
"4238",125.283333,-8.9,141935,"Indonesia",1998,1,"Asia"
"4239",13.292778,-4.165556,42485,"Congo",1998,3,"Africa"
"4240",15.284722,-4.259167,42959,"Congo",1998,100,"Africa"
"4241",98.934444,20.294722,49473,"Myanmar (Burma)",1998,2,"Asia"
"4242",28.566667,-2.066667,20292,"DR Congo (Zaire)",1998,40,"Africa"
"4243",13.292778,-4.165556,42484,"Congo",1998,1,"Africa"
"4244",97.7,17.7,48684,"Myanmar (Burma)",1998,1,"Asia"
"4245",15.284722,-4.259167,43002,"Congo",1998,6,"Africa"
"4246",12.673889,-4.199722,43082,"Congo",1998,2,"Africa"
"4247",98,22,78166,"Myanmar (Burma)",1998,0,"Asia"
"4248",82.25,28.83333,105398,"Nepal",1999,3,"Asia"
"4249",6.264167,4.924722,15869,"Nigeria",1998,6,"Africa"
"4250",6.29974,5.17381,15813,"Nigeria",1998,10,"Africa"
"4251",6.29611,4.93028,15845,"Nigeria",1999,0,"Africa"
"4252",-12.16755,8.559603,33760,"Sierra Leone",1999,3,"Africa"
"4253",-12.229119,8.668181,34350,"Sierra Leone",1999,8,"Africa"
"4254",-11.666667,8.666667,37889,"Sierra Leone",1999,4,"Africa"
"4255",13.55,-4.153611,42423,"Congo",1999,1,"Africa"
"4256",103.516667,18.9,60958,"Laos",1999,2,"Asia"
"4257",97.7,17.7,78149,"Myanmar (Burma)",1999,2,"Asia"
"4258",82.75,28.41667,106130,"Nepal",1999,1,"Asia"
"4259",22.45,13.45,8414,"Sudan",1999,0,"Africa"
"4260",125.26978,-9.329489,141670,"Indonesia",1999,31,"Asia"
"4261",7.4801,6.2907,16315,"Nigeria",1999,1,"Africa"
"4262",-12.07583,7.73194,37871,"Sierra Leone",1999,2,"Africa"
"4263",6.30449,5.11243,15796,"Nigeria",1999,1,"Africa"
"4264",6.3,5.133333,15808,"Nigeria",1999,2,"Africa"
"4265",6.264167,4.924722,15866,"Nigeria",1999,1,"Africa"
"4266",97.341751,19.49125,49124,"Myanmar (Burma)",1999,3,"Asia"
"4267",6.3,5.133333,15807,"Nigeria",1999,1,"Africa"
"4268",97.140278,5.188056,141638,"Indonesia",1999,0,"Asia"
"4269",125.509444,-8.965278,141971,"Indonesia",1999,2,"Asia"
"4270",29.381457,-3.507976,10004,"Burundi",1999,0,"Africa"
"4271",5.27687,5.88243,16098,"Nigeria",1999,2,"Africa"
"4272",5.27687,5.88243,16108,"Nigeria",1999,2,"Africa"
"4273",96.25,18.25,48579,"Myanmar (Burma)",1999,1,"Asia"
"4274",11.846111,-4.794722,42970,"Congo",1999,1,"Africa"
"4275",-13.234167,8.49,37807,"Sierra Leone",1999,86,"Africa"
"4276",-13.234167,8.49,37814,"Sierra Leone",1999,7,"Africa"
"4277",86,27.25,102687,"Nepal",1999,1,"Asia"
"4278",97.437353,19.674403,50167,"Myanmar (Burma)",1999,3,"Asia"
"4279",97.7,17.7,51018,"Myanmar (Burma)",1999,1,"Asia"
"4280",-71.38789,8.51286,204044,"Venezuela",1999,0,"Americas"
"4281",-66.9346,10.59901,204045,"Venezuela",1999,0,"Americas"
"4282",97.341751,19.49125,49129,"Myanmar (Burma)",1999,1,"Asia"
"4283",21.016389,42.429444,202789,"Serbia (Yugoslavia)",1999,45,"Europe"
"4284",82.75,28.41667,103732,"Nepal",1999,3,"Asia"
"4285",46.257262,31.057993,145640,"Iraq",1999,5,"Middle East"
"4286",96.835253,18.929347,48652,"Myanmar (Burma)",1999,2,"Asia"
"4287",96.25,18.25,51367,"Myanmar (Burma)",1999,2,"Asia"
"4288",98,22,49708,"Myanmar (Burma)",1999,2,"Asia"
"4289",98,22,49709,"Myanmar (Burma)",1999,4,"Asia"
"4290",-13.234167,8.49,37813,"Sierra Leone",1999,7,"Africa"
"4291",29.778333,-4.101389,9581,"Burundi",1999,56,"Africa"
"4292",15.284722,-4.259167,42416,"Congo",1999,10,"Africa"
"4293",97.7,17.7,51068,"Myanmar (Burma)",1999,1,"Asia"
"4294",125.423889,-9.195833,142076,"Indonesia",1999,3,"Asia"
"4295",82.41667,28,104665,"Nepal",1999,1,"Asia"
"4296",125.421982,-9.081417,142058,"Indonesia",1999,1,"Asia"
"4297",96.25,18.25,51401,"Myanmar (Burma)",1999,5,"Asia"
"4298",82.41667,28,104666,"Nepal",1999,2,"Asia"
"4299",125.206111,-8.611944,140739,"Indonesia",1999,0,"Asia"
"4300",12.673889,-4.199722,42964,"Congo",1999,2,"Africa"
"4301",82.25,28.83333,105400,"Nepal",1999,1,"Asia"
"4302",125.150833,-8.801389,140811,"Indonesia",1999,1,"Asia"
"4303",27.5,8,8138,"Sudan",1999,10,"Africa"
"4304",29.4465,-3.4778,10704,"Burundi",1999,22,"Africa"
"4305",11.846111,-4.794722,42522,"Congo",1999,5,"Africa"
"4306",28,8,8499,"Sudan",1999,4,"Africa"
"4307",6.29974,5.17381,13896,"Nigeria",1999,2,"Africa"
"4308",97.72306,4.97757,140815,"Indonesia",1999,21,"Asia"
"4309",126.3925,-8.639167,140832,"Indonesia",1999,1,"Asia"
"4310",-67.03034,10.60383,204047,"Venezuela",1999,1,"Americas"
"4311",6.29442,4.52466,15819,"Nigeria",1999,3,"Africa"
"4312",-71.31667,10.2,204051,"Venezuela",1999,1,"Americas"
"4313",81.33333,29.08333,101098,"Nepal",1999,5,"Asia"
"4314",98,22,49913,"Myanmar (Burma)",1999,1,"Asia"
"4315",96.25,18.25,51172,"Myanmar (Burma)",1999,1,"Asia"
"4316",96.25,18.25,51173,"Myanmar (Burma)",1999,3,"Asia"
"4317",-66.98313,10.43337,204050,"Venezuela",1999,1,"Americas"
"4318",86,27.25,106152,"Nepal",1999,3,"Asia"
"4319",97.133167,19.440733,48685,"Myanmar (Burma)",1999,1,"Asia"
"4320",98,22,49817,"Myanmar (Burma)",1999,2,"Asia"
"4321",21.516667,2.15,24273,"DR Congo (Zaire)",1999,3,"Africa"
"4322",125.583333,-8.566667,140910,"Indonesia",1999,0,"Asia"
"4323",-13.07194,8.33833,32426,"Sierra Leone",1999,2,"Africa"
"4324",-64.18256,10.45397,197503,"Venezuela",1999,1,"Americas"
"4325",28.018454,9.155239,8262,"Sudan",1999,35,"Africa"
"4326",21.516667,2.15,23920,"DR Congo (Zaire)",1999,3,"Africa"
"4327",12.673889,-4.199722,43077,"Congo",1999,7,"Africa"
"4328",125.26978,-9.329489,140912,"Indonesia",1999,0,"Asia"
"4329",21.516667,2.15,24272,"DR Congo (Zaire)",1999,7,"Africa"
"4330",97.341751,19.49125,49128,"Myanmar (Burma)",1999,2,"Asia"
"4331",47.797466,30.533016,144754,"Iraq",1999,0,"Middle East"
"4332",125.421982,-9.081417,140944,"Indonesia",1999,3,"Asia"
"4333",97.274696,17.1325,50644,"Myanmar (Burma)",1999,6,"Asia"
"4334",98.75,13,50495,"Myanmar (Burma)",1999,7,"Asia"
"4335",6.29974,5.17381,13956,"Nigeria",1999,1,"Africa"
"4336",98,22,49631,"Myanmar (Burma)",1999,10,"Asia"
"4337",100.360278,21.178333,49488,"Myanmar (Burma)",1999,2,"Asia"
"4338",82.25,28.83333,101395,"Nepal",1999,1,"Asia"
"4339",85.66667,27.58333,106111,"Nepal",1999,2,"Asia"
"4340",82.75,28.41667,100756,"Nepal",1999,1,"Asia"
"4341",20.654722,42.399444,202722,"Serbia (Yugoslavia)",1999,0,"Europe"
"4342",20.654722,42.399444,202723,"Serbia (Yugoslavia)",1999,0,"Europe"
"4343",20.430833,42.380278,202725,"Serbia (Yugoslavia)",1999,20,"Europe"
"4344",21.193056,42.910556,202169,"Serbia (Yugoslavia)",1999,0,"Europe"
"4345",82.58333,28.75,106275,"Nepal",1999,1,"Asia"
"4346",20.430833,42.380278,202060,"Serbia (Yugoslavia)",1999,0,"Europe"
"4347",20.66,42.7325,201956,"Serbia (Yugoslavia)",1999,126,"Europe"
"4348",-12.33333,8.25,37842,"Sierra Leone",1999,20,"Africa"
"4349",86,27.25,101396,"Nepal",1999,1,"Asia"
"4350",20.691369,42.795664,201988,"Serbia (Yugoslavia)",1999,52,"Europe"
"4351",20.430833,42.380278,202025,"Serbia (Yugoslavia)",1999,47,"Europe"
"4352",-12.95667,7.6325,37861,"Sierra Leone",1999,1,"Africa"
"4353",-12.75,8.3,37818,"Sierra Leone",1999,1,"Africa"
"4354",-12.75,8.3,37839,"Sierra Leone",1999,1,"Africa"
"4355",98,22,49702,"Myanmar (Burma)",1999,2,"Asia"
"4356",96.25,18.25,51393,"Myanmar (Burma)",1999,2,"Asia"
"4357",84.83333,28.33333,106052,"Nepal",2002,0,"Asia"
"4358",-12.629311,8.797828,33755,"Sierra Leone",1999,27,"Africa"
"4359",125.35,-8.583333,141098,"Indonesia",1999,0,"Asia"
"4360",125.35,-8.583333,141158,"Indonesia",1999,1,"Asia"
"4361",-12.629311,8.797828,37804,"Sierra Leone",1999,1,"Africa"
"4362",21.259444,42.231944,202816,"Serbia (Yugoslavia)",1999,0,"Europe"
"4363",-12.629311,8.797828,37805,"Sierra Leone",1999,1,"Africa"
"4364",98.427942,21.301664,48952,"Myanmar (Burma)",1999,15,"Asia"
"4365",98,22,49549,"Myanmar (Burma)",1999,1,"Asia"
