"","gedlong","gedlat","ID","event_country","year","civdeath","region"
"1036",-68.00765,10.16202,201313,"Venezuela",1992,2,"Americas"
"1037",94.25,19,50193,"Myanmar (Burma)",1992,2,"Asia"
"1038",-66.879193,10.488011,197467,"Venezuela",1992,8,"Americas"
"1039",95.933,5.25,141131,"Indonesia",1992,1,"Asia"
"1040",-66.879193,10.488011,198622,"Venezuela",1992,1,"Americas"
"1041",26.65212,-32.76783,18381,"South Africa",1992,1,"Africa"
"1042",-73.84729,7.16693,220870,"Colombia",1991,2,"Americas"
"1043",92.367972,20.630564,48616,"Myanmar (Burma)",1992,1,"Asia"
"1044",84.91667,28,101441,"Nepal",2002,1,"Asia"
"1045",-91.150278,15.143611,196033,"Guatemala",1992,1,"Americas"
"1046",33.133333,6.8,7821,"Sudan",1992,32,"Africa"
"1047",27.844094,-26.55898,17281,"South Africa",1992,1,"Africa"
"1048",-72.55212,10.06077,201317,"Venezuela",1992,0,"Americas"
"1049",32.78333,3.21667,32173,"Uganda",1991,7,"Africa"
"1050",26,-30,15160,"South Africa",1992,0,"Africa"
"1051",69.162796,34.531094,145775,"Afghanistan",1992,4,"Asia"
"1052",-66.879193,10.488011,201320,"Venezuela",1992,3,"Americas"
"1053",27.851356,-26.665961,14194,"South Africa",1992,1,"Africa"
"1054",-66.879193,10.488011,201410,"Venezuela",1992,1,"Americas"
"1055",-77.028333,-12.043333,185975,"Peru",1992,3,"Americas"
"1056",-62.64102,8.35122,201284,"Venezuela",1992,1,"Americas"
"1057",97.895,4.81,140775,"Indonesia",1991,2,"Asia"
"1058",-66.879193,10.488011,201411,"Venezuela",1992,1,"Americas"
"1059",155.76,-6.85,84016,"Papua New Guinea",1992,1,"Asia"
"1060",-5.505633,15.508144,13020,"Mali",1992,0,"Africa"
"1061",45.6982,43.318,191367,"Russia (Soviet Union)",2001,2,"Europe"
"1062",154.725,-5.45,83840,"Papua New Guinea",1992,2,"Asia"
"1063",31.616667,4.85,8497,"Sudan",1992,300,"Africa"
"1064",103.417793,13.056799,111550,"Cambodia (Kampuchea)",1992,0,"Asia"
"1065",29.2916,-2.1528,32467,"Rwanda",1992,43,"Africa"
"1066",27.844094,-26.55898,17770,"South Africa",1992,1,"Africa"
"1067",29.2366,-2.1994,40025,"Rwanda",1992,42,"Africa"
"1068",-11.94694,7.4625,37823,"Sierra Leone",1992,3,"Africa"
"1069",-11.92556,7.47889,37850,"Sierra Leone",1992,4,"Africa"
"1070",-90.52747,14.58327,196056,"Guatemala",1992,3,"Americas"
"1071",-91.7,15.41667,196337,"Guatemala",1992,3,"Americas"
"1072",28.207561,-26.357449,18011,"South Africa",1992,2,"Africa"
"1073",-10.804722,6.310556,44919,"Liberia",1990,100,"Africa"
"1074",-90.535278,14.613333,193779,"Guatemala",1990,1,"Americas"
"1075",30.918531,-29.986386,16541,"South Africa",1992,0,"Africa"
"1076",-76.71628,-11.9547,185976,"Peru",1992,10,"Americas"
"1077",30.75,12,7729,"Sudan",1990,200,"Africa"
"1078",30.797759,-30.206742,17419,"South Africa",1992,1,"Africa"
"1079",-66.879193,10.488011,198625,"Venezuela",1992,1,"Americas"
"1080",28.233333,-26.016667,16775,"South Africa",1992,4,"Africa"
"1081",-66.879193,10.488011,201417,"Venezuela",1992,0,"Americas"
"1082",-66.879193,10.488011,201418,"Venezuela",1992,1,"Americas"
"1083",30.392547,-30.734008,13406,"South Africa",1992,1,"Africa"
"1084",-66.879193,10.488011,201421,"Venezuela",1992,0,"Americas"
"1085",87.16667,26.66667,101020,"Nepal",2001,1,"Asia"
"1086",29.066667,-26.533333,14809,"South Africa",1992,0,"Africa"
"1087",-66.879193,10.488011,201424,"Venezuela",1992,0,"Americas"
"1088",19.230833,43.5825,199541,"Bosnia-Herzegovina",1992,50,"Europe"
"1089",27.874338,-26.684154,17771,"South Africa",1992,0,"Africa"
"1090",-71.64056,10.63167,201296,"Venezuela",1992,2,"Americas"
"1091",28.156996,-26.339949,18461,"South Africa",1992,0,"Africa"
"1092",-67.59583,10.24694,198626,"Venezuela",1992,1,"Americas"
"1093",30.816667,-29.4,14634,"South Africa",1992,1,"Africa"
"1094",12.366667,-6.133333,20167,"Angola",1992,3,"Africa"
"1095",-90.54292,16.48116,196465,"Guatemala",1990,1,"Americas"
"1096",-91.83499,15.60501,196335,"Guatemala",1992,1,"Americas"
"1097",-75.563591,6.25184,221144,"Colombia",1992,9,"Americas"
"1098",-66.879193,10.488011,201498,"Venezuela",1992,1,"Americas"
"1099",15.284722,-4.259167,42918,"Congo",1992,2,"Africa"
"1100",-16.629444,12.442778,39227,"Senegal",1992,2,"Africa"
"1101",44,33,145592,"Iraq",1992,7,"Middle East"
"1102",-71.64056,10.63167,201505,"Venezuela",1992,1,"Americas"
"1103",-66.98326,10.55171,198198,"Venezuela",1992,1,"Americas"
"1104",34.303056,31.344444,177305,"Israel",1992,1,"Middle East"
"1105",124.6728,7.0583,124873,"Philippines",1992,3,"Asia"
"1106",-66.879193,10.488011,201452,"Venezuela",1992,1,"Americas"
"1107",29.5403,-1.8674,39628,"Rwanda",1993,16,"Africa"
"1108",27,9,8815,"Sudan",1993,3,"Africa"
"1109",30.778095,-27.030575,13303,"South Africa",1993,1,"Africa"
"1110",-91.65,14.81667,196482,"Guatemala",1993,1,"Americas"
"1111",13.5,-14.916667,20765,"Angola",1993,0,"Africa"
"1112",74.475391,34.274824,89646,"India",1993,53,"Asia"
"1113",-64.61667,10.21667,201517,"Venezuela",1993,0,"Americas"
"1114",15.315,-4.329722,23781,"DR Congo (Zaire)",1993,65,"Africa"
"1115",30.616667,-29.583333,15087,"South Africa",1993,0,"Africa"
"1116",29.9542,-1.6989,32530,"Rwanda",1993,5,"Africa"
"1117",29.97,-1.764444,39765,"Rwanda",1993,7,"Africa"
"1118",-68.58268,9.66124,201534,"Venezuela",1993,0,"Americas"
"1119",42.583333,36.166667,144768,"Iraq",1993,30,"Middle East"
"1120",28.156996,-26.339949,16282,"South Africa",1993,1,"Africa"
"1121",17.016667,8.4,12271,"Chad",1993,5,"Africa"
"1122",-90.9,15.75,196493,"Guatemala",1990,1,"Americas"
"1123",-91.03786,15.4871,196497,"Guatemala",1990,1,"Americas"
"1124",10.158245,5.952655,22718,"Cameroon",1993,0,"Africa"
"1125",-8.53528,6.86917,44904,"Liberia",1990,2,"Africa"
"1126",74.810474,34.204662,89648,"India",1993,0,"Asia"
"1127",105.769464,11.425836,111485,"Cambodia (Kampuchea)",1993,1,"Asia"
"1128",17.663889,43.693611,199502,"Bosnia-Herzegovina",1993,42,"Europe"
"1129",28.233333,-26.016667,15106,"South Africa",1993,1,"Africa"
"1130",34.325344,31.342778,180554,"Israel",1993,1,"Middle East"
"1131",-66.10083,10.48106,201624,"Venezuela",1993,0,"Americas"
"1132",120.964518,14.320899,123260,"Philippines",1993,0,"Asia"
"1133",35.103293,32.032331,177071,"Israel",1990,2,"Middle East"
"1134",28.157281,-26.326985,14109,"South Africa",1993,1,"Africa"
"1135",27.481102,-26.913577,13369,"South Africa",1993,1,"Africa"
"1136",26.706612,-27.986442,19251,"South Africa",1993,1,"Africa"
"1137",-71.64056,10.63167,201628,"Venezuela",1993,1,"Americas"
"1138",-66.879193,10.488011,201446,"Venezuela",1993,2,"Americas"
"1139",-66.879193,10.488011,198623,"Venezuela",1993,1,"Americas"
"1140",-64.7,10.13333,201630,"Venezuela",1993,1,"Americas"
"1141",27.922966,-26.223272,17786,"South Africa",1993,1,"Africa"
"1142",26.554165,-31.557139,19091,"South Africa",1993,0,"Africa"
"1143",74.823383,34.080399,89658,"India",1993,0,"Asia"
"1144",-72.4167,19,193528,"Haiti",1993,0,"Americas"
"1145",-70.25637,11.8235,201635,"Venezuela",1993,0,"Americas"
"1146",-66.879193,10.488011,201636,"Venezuela",1993,1,"Americas"
"1147",-62.64102,8.35122,201637,"Venezuela",1993,0,"Americas"
"1148",-74.062827,4.649178,220582,"Colombia",1993,0,"Americas"
"1149",85.33333,27.58333,102156,"Nepal",1993,0,"Asia"
"1150",18.043333,43.865556,199536,"Bosnia-Herzegovina",1993,0,"Europe"
"1151",122,13,125121,"Philippines",1993,3,"Asia"
"1152",22.146048,-34.183067,18100,"South Africa",1993,0,"Africa"
"1153",103.23652,13.081279,111172,"Cambodia (Kampuchea)",1993,1,"Asia"
"1154",87.91667,26.91667,105280,"Nepal",2002,1,"Asia"
"1155",28.156996,-26.339949,13652,"South Africa",1993,0,"Africa"
"1156",15.048173,12.108502,12058,"Chad",1993,3,"Africa"
"1157",18.081389,44.658056,199533,"Bosnia-Herzegovina",1993,3,"Europe"
"1158",18,44,199545,"Bosnia-Herzegovina",1993,3,"Europe"
"1159",18,44,199546,"Bosnia-Herzegovina",1993,3,"Europe"
"1160",85.58333,27,105981,"Nepal",1993,2,"Asia"
"1161",102.333333,13.75,111486,"Thailand",1989,0,"Asia"
"1162",92.320319,20.8614,50075,"Myanmar (Burma)",1993,1,"Asia"
"1163",28.156996,-26.339949,14570,"South Africa",1993,0,"Africa"
"1164",81.83333,28.16667,103989,"Nepal",2006,1,"Asia"
"1165",17.761667,43.660278,199080,"Bosnia-Herzegovina",1993,33,"Europe"
"1166",17.790278,44.154444,199565,"Bosnia-Herzegovina",1993,0,"Europe"
"1167",15.509722,44.456389,200994,"Croatia",1993,18,"Europe"
"1168",-72.335,18.53917,193527,"Haiti",1993,1,"Americas"
"1169",-66.416667,10.25,201667,"Venezuela",1993,1,"Americas"
"1170",28.870557,-31.16304,18164,"South Africa",1993,1,"Africa"
"1171",80.33333,28.83333,101188,"Nepal",2002,3,"Asia"
"1172",27.234879,-27.65036,14747,"South Africa",1993,1,"Africa"
"1173",28.156996,-26.339949,13396,"South Africa",1993,1,"Africa"
"1174",30.861297,-30.025295,17279,"South Africa",1989,2,"Africa"
"1175",15.284722,-4.259167,42954,"Congo",1993,6,"Africa"
"1176",15.284722,-4.259167,42967,"Congo",1993,2,"Africa"
"1177",-69.32278,10.07389,201689,"Venezuela",1993,1,"Americas"
"1178",122,13,125120,"Philippines",1993,0,"Asia"
"1179",35.25,32,180558,"Israel",1993,1,"Middle East"
"1180",17.898333,43.9625,199505,"Bosnia-Herzegovina",1993,2,"Europe"
"1181",-71.64056,10.63167,201690,"Venezuela",1993,1,"Americas"
"1182",11.516667,3.866667,22662,"Cameroon",1993,0,"Africa"
"1183",22.416667,-5.9,23573,"DR Congo (Zaire)",1993,3,"Africa"
"1184",28.505744,-30.692715,13782,"South Africa",1993,1,"Africa"
"1185",-90.91667,14.66667,196019,"Guatemala",1993,3,"Americas"
"1186",13.833333,-9.166667,22269,"Angola",1994,0,"Africa"
"1187",30.75,12,7762,"Sudan",1994,228,"Africa"
"1188",29.458028,11.82975,8238,"Sudan",1994,67,"Africa"
"1189",30.517222,11.218611,9050,"Sudan",1994,113,"Africa"
"1190",-11.1,8.73333,37815,"Sierra Leone",1994,1,"Africa"
