"","oilLONG","oilLAT","oilnear","oil_country","oilyeardisc","diaLONG","diaLAT","dianear","dia_country","diayeardisc","DIAINFO","RESINFO","gedlong","gedlat","ID","event_country","year","civdeath","region","oilLATsq","oilLONGsq","oilLATcu","oilLONGcu","diaLATsq","diaLONGsq","diaLATcu","diaLONGcu","GDP","Population","logGDP","gedLATsq","gedLONGsq","gedLATcu","gedLONGcu","uncivdeath"
"499",32.97,10.02,804,"Sudan",1982,-10.33,7.63,738,"Liberia",NA,"S","alluvial",39.216666,10.733333,32340,"Ethiopia",1989,2.63905732961526,"Africa",100.4004,1087.0209,1006.012008,35839.079073,58.2169,106.7089,444.194947,-1102.302937,9700011206,46272299,22.9953928777128,115.204437288889,1537.94689215556,1236.52758849926,60313.1495954024,14
"500",24.56,46.4,501,"Rumania",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",23.583333,46.766667,186021,"Rumania",1989,3.46573590279973,"Europe",2152.96,603.1936,99897.344,14814.434816,49.4209,76.0384,347.428927,-663.054848,NA,23161458,NA,2187.12114228889,556.173595388889,102284.366150084,13116.4271058634,32
"501",25.9,45.39,502,"Rumania",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",26.102504,44.435715,186024,"Rumania",1989,2.56494935746154,"Europe",2060.2521,670.81,93514.842819,17373.979,49.4209,76.0384,347.428927,-663.054848,NA,23161458,NA,1974.53276756123,681.340715070016,87739.7753175119,17784.698740478,13
"502",34.71,31.59,260,"Israel",1955,-8.72,7.03,741,"Liberia",NA,"S","alluvial",35.214958,31.905142,177097,"Israel",1989,0,"Middle East",997.9281,1204.7841,31524.548679,41818.056111,49.4209,76.0384,347.428927,-663.054848,93022941851,4518000,25.2561119862474,1017.93808604016,1240.09326694176,32477.4591823197,43669.832311437,1
"503",-98.03,20.63,294,"Mexico",1974,-8.69,7.48,742,"Liberia",NA,"S","alluvial",-99.12766,19.42847,182048,"Mexico",1989,0,"Americas",425.5969,9609.8809,8780.064047,-942056.624627,55.9504,75.5161,418.508992,-656.234909,6.22e+11,82368931,27.1562059296856,377.4654465409,9826.2929770756,7333.57610415648,-974057.429291938,1
"504",-17.1,14.76,808,"Senegal",1961,-59.91,6.09,611,"Guyana",NA,"S","alluvial",-8.354167,6.929167,44468,"Liberia",1989,2.39789527279837,"Africa",217.8576,292.41,3215.578176,-5000.211,37.0881,3589.2081,225.866529,-215029.457271,NA,NA,NA,48.013355313889,69.792106263889,332.692557200274,-583.054911010275,11
"505",34.71,31.59,260,"Israel",1955,-8.72,7.03,741,"Liberia",NA,"S","alluvial",35.203762,31.704874,177150,"Israel",1989,0,"Middle East",997.9281,1204.7841,31524.548679,41818.056111,49.4209,76.0384,347.428927,-663.054848,93022941851,4518000,25.2561119862474,1005.19903535588,1239.30485895264,31869.7087608796,43628.1933000124,1
"506",49.15,40.06,472,"Azerbaijan",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",48.497222,39.208889,190492,"Russia (Soviet Union)",1989,0,"Europe",1604.8036,2415.7225,64288.432216,118732.760875,49.4209,76.0384,347.428927,-663.054848,NA,NA,NA,1537.33697661432,2351.98054171728,60277.2748716665,114064.522471343,1
"507",35.11,-23.8,813,"Mozambique",1961,112.55,-3.4,700,"Indonesia",NA,"S","alluvial",18.416667,-33.916667,17420,"South Africa",1990,0.693147180559945,"Africa",566.44,1232.7121,-13481.272,43280.521831,11.56,12667.5025,-39.304,1425727.406375,NA,NA,NA,1150.34030038889,339.173623388889,-39015.7089049699,6246.44767713658,2
"508",-17.1,14.76,808,"Senegal",1961,-59.91,6.09,611,"Guyana",NA,"S","alluvial",-8.75,6.75,43492,"Liberia",1990,1.79175946922805,"Africa",217.8576,292.41,3215.578176,-5000.211,37.0881,3589.2081,225.866529,-215029.457271,NA,NA,NA,45.5625,76.5625,307.546875,-669.921875,6
"509",-17.1,14.76,808,"Senegal",1961,-59.91,6.09,611,"Guyana",NA,"S","alluvial",-8.75,6.75,43629,"Liberia",1990,4.21950770517611,"Africa",217.8576,292.41,3215.578176,-5000.211,37.0881,3589.2081,225.866529,-215029.457271,NA,NA,NA,45.5625,76.5625,307.546875,-669.921875,68
"510",-17.1,14.76,808,"Senegal",1961,-60.04,6.23,610,"Guyana",NA,"S","alluvial",-8.706111,7.362222,43660,"Liberia",1990,1.09861228866811,"Africa",217.8576,292.41,3215.578176,-5000.211,38.8129,3604.8016,241.804367,-216432.288064,NA,NA,NA,54.202312777284,75.796368744321,399.049459579801,-659.891599684989,3
"511",-17.1,14.76,808,"Senegal",1961,-60.33,6.16,627,"Guyana",NA,"S","alluvial",-8.503889,7.269722,44467,"Liberia",1990,0.693147180559945,"Africa",217.8576,292.41,3215.578176,-5000.211,37.9456,3639.7089,233.744896,-219583.637937,NA,NA,NA,52.848857957284,72.316128124321,384.196505366943,-614.968326479004,2
"512",-17.1,14.76,808,"Senegal",1961,-59.91,6.09,611,"Guyana",NA,"S","alluvial",-8.53444,6.91417,44495,"Liberia",1990,0,"Africa",217.8576,292.41,3215.578176,-5000.211,37.0881,3589.2081,225.866529,-215029.457271,NA,NA,NA,47.8057467889,72.8366661136,330.537060275409,-621.620156746552,1
"513",-17.1,14.76,808,"Senegal",1961,-60.33,6.16,627,"Guyana",NA,"S","alluvial",-8.42389,7.25667,44630,"Liberia",1990,0,"Africa",217.8576,292.41,3215.578176,-5000.211,37.9456,3639.7089,233.744896,-219583.637937,NA,NA,NA,52.6592594889,70.9619227321,382.130868555316,-597.77543128371,1
"514",-17.1,14.76,808,"Senegal",1961,-59.91,6.09,611,"Guyana",NA,"S","alluvial",-8.75,6.75,44794,"Liberia",1990,1.09861228866811,"Africa",217.8576,292.41,3215.578176,-5000.211,37.0881,3589.2081,225.866529,-215029.457271,NA,NA,NA,45.5625,76.5625,307.546875,-669.921875,3
"515",102.89,16.88,574,"Thailand",1981,-49.62,-4.17,325,"Brazil",NA,"S","secondary",103.045444,18.490607,60956,"Laos",1990,1.79175946922805,"Asia",284.9344,10586.3521,4809.692672,1089229.767569,17.3889,2462.1444,-72.511713,-122171.605128,NA,NA,NA,341.902547228449,10618.3635291571,6321.98563310019,1094173.9844154,6
"516",45.5,34.67,267,"Iraq",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",46.034861,35.297475,145567,"Iraq",1990,3.13549421592915,"Middle East",1202.0089,2070.25,41673.648563,94196.375,49.4209,76.0384,347.428927,-663.054848,71262089057,17419113,24.9896303126781,1245.91174137562,2119.20842728932,43977.5385434126,97557.4653802925,23
"517",46.87,31.23,273,"Iraq",1949,-8.72,7.03,741,"Liberia",NA,"S","alluvial",47.25,30.333333,145568,"Iraq",1990,0,"Middle East",975.3129,2196.7969,30459.021867,102963.870703,49.4209,76.0384,347.428927,-663.054848,71262089057,17419113,24.9896303126781,920.111090888889,2232.5625,27910.0361169259,105488.578125,0
"518",-17.1,14.76,808,"Senegal",1961,-60.23,6.2,628,"Guyana",NA,"S","alluvial",-8.85,7.116667,43664,"Liberia",1990,0.693147180559945,"Africa",217.8576,292.41,3215.578176,-5000.211,38.44,3627.6529,238.328,-218493.534167,NA,NA,NA,50.646949188889,78.3225,360.437471943243,-693.154125,2
"519",44.22,6.17,843,"Ethiopia",1972,-10.33,7.63,738,"Liberia",NA,"S","alluvial",45.016389,10.435556,26529,"Somalia",1990,0,"Africa",38.0689,1955.4084,234.885113,86468.159448,58.2169,106.7089,444.194947,-1102.302937,NA,7225092,NA,108.900829029136,2026.47527859932,1136.44069977997,91224.5994403104,0
"520",35.11,-23.8,813,"Mozambique",1961,NA,NA,710,NA,NA,NA,NA,26.214003,-29.121065,14864,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,NA,NA,NA,NA,NA,NA,NA,848.036426734225,687.173953284009,-24695.7239052951,18013.5800729089,1
"521",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",29.901767,-27.366622,15263,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,748.931999690884,894.115669722289,-20495.7389392445,26735.6384270848,1
"522",-17.1,14.76,808,"Senegal",1961,-59.76,4.92,634,"Guyana",NA,"S","alluvial",-12,20,32998,"Mauritania",1990,0,"Africa",217.8576,292.41,3215.578176,-5000.211,24.2064,3571.2576,119.095488,-213418.354176,NA,NA,NA,400,144,8000,-1728,0
"523",125.19,-9.25,633,"Indonesia",NA,146.72,-36.37,60,"Australia",1946,"S","alluvial",125.566667,-8.566667,140768,"Indonesia",1990,1.09861228866811,"Asia",85.5625,15672.5361,-791.453125,1962044.794359,1322.7769,21526.7584,-48109.395853,3158405.992448,3.1e+11,181413402,26.4598381344256,73.387783488889,15766.9878614889,-628.68870301741,1979808.11439662,3
"524",125.19,-9.25,633,"Indonesia",NA,146.72,-36.37,60,"Australia",1946,"S","alluvial",125.483333,-9.083333,164003,"Indonesia",1990,0.693147180559945,"Asia",85.5625,15672.5361,-791.453125,1962044.794359,1322.7769,21526.7584,-48109.395853,3158405.992448,3.1e+11,181413402,26.4598381344256,82.506938388889,15746.0668607889,-749.437996196762,1975868.95133264,2
"525",126.82,-8.55,632,"Indonesia",NA,146.72,-36.37,60,"Australia",1946,"S","alluvial",127.033333,-8.516667,164004,"Indonesia",1990,0.693147180559945,"Asia",73.1025,16083.3124,-625.026375,2039685.678568,1322.7769,21526.7584,-48109.395853,3158405.992448,3.1e+11,181413402,26.4598381344256,72.533616788889,16137.4676930889,-617.744660496577,2049996.3072329,2
"526",-105.3,21.87,291,"Mexico",NA,-11,7.42,743,"Liberia",1946,"S","alluvial",-107.35265,24.70309,183580,"Mexico",1990,0,"Americas",478.2969,11088.09,10460.353203,-1167575.877,55.0564,121,408.518488,-1331,6.54e+11,83943132,27.2063731884036,610.2426555481,11524.5914620225,15074.8792418437,-1237195.43361549,0
"527",-69.96,-15.38,11,"Peru",1946,NA,NA,76,NA,NA,NA,NA,-72,-14.41667,185668,"Peru",1990,0,"Americas",236.5444,4894.4016,-3638.052872,-342412.335936,NA,NA,NA,NA,58494020190,22071433,24.7921903669851,207.8403738889,5184,-2996.36608303289,-373248,0
"528",-90.03,15.79,305,"Guatemala",1977,-8.69,7.48,742,"Liberia",NA,"S","alluvial",-90.25,15.5,193762,"Guatemala",1990,6.25766758788264,"Americas",249.3241,8105.4009,3936.827539,-729729.243027,55.9504,75.5161,418.508992,-656.234909,19885639190,9263813,23.7132636594193,240.25,8145.0625,3723.875,-735091.890625,522
"529",34.71,31.59,260,"Israel",1955,-8.72,7.03,741,"Liberia",NA,"S","alluvial",34.373398,31.425074,176982,"Israel",1990,0,"Middle East",997.9281,1204.7841,31524.548679,41818.056111,49.4209,76.0384,347.428927,-663.054848,99827755317,4660000,25.3267120909874,987.535275905476,1181.5304900664,31033.36912294,40613.2177841876,1
"530",-17.1,14.76,808,"Senegal",1961,-60.38,6.45,621,"Guyana",NA,"S","alluvial",-10.804722,6.310556,44695,"Liberia",1990,0,"Africa",217.8576,292.41,3215.578176,-5000.211,41.6025,3645.7444,268.336125,-220130.046872,NA,NA,NA,39.823117029136,116.742017497284,251.306010106916,-1261.36504477729,1
"531",72.56,33.19,603,"Pakistan",1945,0,0,560,"Guinea",NA,"S","alluvial",74.823383,34.080399,86660,"India",1990,0,"Asia",1101.5761,5264.9536,36561.310759,382025.033216,0,0,0,0,5.08e+11,873277798,26.9537472845249,1161.4735959992,5598.53864356469,39583.4835796176,418901.601167741,1
"532",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",30.556692,-29.608391,13535,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,876.656817608881,933.711425982864,-25956.3978285794,28531.1324606392,1
"533",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",30.575667,-29.431842,16099,"South Africa",1990,0.693147180559945,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,866.233323512964,934.871412494889,-25494.8423127684,28584.3169962634,2
"534",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",30.39278,-29.616785,14052,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,877.153953736225,923.7210761284,-25978.4800597057,28074.4514481337,1
"535",35.11,-23.8,813,"Mozambique",1961,0,0,713,"Ivory Coast",NA,"S","alluvial",27.321027,-26.324593,13684,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,692.984196615649,746.438516334729,-18242.5269313389,20393.4668586211,1
"536",144.74,-7.07,592,"Papua New Guinea",1956,128.39,-16.7,65,"Australia",1979,"S","alluvial",155.633333,-6.216667,84017,"Papua New Guinea",1990,0.693147180559945,"Asia",49.9849,20949.6676,-353.393243,3032254.888424,278.89,16483.9921,-4657.463,2116379.745719,6430540092,4615839,22.5843243673139,38.646948588889,24221.7343406889,-240.255209943243,3769709.24648197,2
"537",34.71,31.59,260,"Israel",1955,-8.72,7.03,741,"Liberia",NA,"S","alluvial",35.028628,32.310367,177055,"Israel",1990,0,"Middle East",997.9281,1204.7841,31524.548679,41818.056111,49.4209,76.0384,347.428927,-663.054848,99827755317,4660000,25.3267120909874,1043.95981567469,1227.00477956238,33730.7247777016,42980.2939775127,1
"538",-72.27,7.69,23,"Venezuela",1945,-63.05,0.5,361,"Brazil",NA,"S","secondary",-71.91667,7.66667,198916,"Venezuela",1990,0,"Americas",59.1361,5222.9529,454.756609,-377462.806083,0.25,3975.3025,0.125,-250642.822625,2.35e+11,19632665,26.1828513510906,58.7778288889,5172.0074238889,450.630217407663,-371953.551141368,1
"539",-90.03,15.79,305,"Guatemala",1977,-8.69,7.48,742,"Liberia",NA,"S","alluvial",-91.03786,15.4871,196501,"Guatemala",1990,0.693147180559945,"Americas",249.3241,8105.4009,3936.827539,-729729.243027,55.9504,75.5161,418.508992,-656.234909,19885639190,9263813,23.7132636594193,239.85026641,8287.8919533796,3714.58506091831,-754511.947346898,2
"540",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-68.083333,10.166667,198918,"Venezuela",1990,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.35e+11,19632665,26.1828513510906,103.361117888889,4635.34023238889,1050.83806632408,-315589.41261003,1
"541",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-66.879193,10.488011,198876,"Venezuela",1990,0.693147180559945,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.35e+11,19632665,26.1828513510906,109.998374736121,4472.82645633125,1153.66416421456,-299139.023828484,2
"542",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-66.879193,10.488011,198919,"Venezuela",1990,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.35e+11,19632665,26.1828513510906,109.998374736121,4472.82645633125,1153.66416421456,-299139.023828484,1
"543",35.11,-23.8,813,"Mozambique",1961,0,0,714,"Ivory Coast",NA,"S","alluvial",26.617007,-27.388697,14817,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,750.140723357809,708.465061638049,-20545.3769794079,18857.2195048754,1
"544",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-66.879193,10.488011,198923,"Venezuela",1990,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.35e+11,19632665,26.1828513510906,109.998374736121,4472.82645633125,1153.66416421456,-299139.023828484,1
"545",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",30.948067,-29.715148,14213,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,882.990020661904,957.782851036489,-26238.1791464915,29641.5278453283,1
"546",123.98,10.96,588,"Philippines",NA,-9.47,8.55,578,"Guinea",NA,"S","alluvial",122,13,125123,"Philippines",1990,0,"Asia",120.1216,15371.0404,1316.532736,1905701.588792,73.1025,89.6809,625.026375,-849.278123,94520033472,61895160,25.2720776433912,169,14884,2197,1815848,1
"547",34.71,31.59,260,"Israel",1955,-8.72,7.03,741,"Liberia",NA,"S","alluvial",35.26362,32.219919,180431,"Israel",1990,0,"Middle East",997.9281,1204.7841,31524.548679,41818.056111,49.4209,76.0384,347.428927,-663.054848,99827755317,4660000,25.3267120909874,1038.12318036656,1243.5228955044,33448.244783433,43851.1188483669,1
"548",35.11,-23.8,813,"Mozambique",1961,110.63,0.12,697,"Indonesia",NA,"S","alluvial",26.600141,-26.892832,13761,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0.0144,12238.9969,0.001728,1354000.227047,NA,NA,NA,723.224412980224,707.567501219881,-19449.5526365758,18821.3952994665,1
"549",123.74,10.35,587,"Philippines",1945,-9.47,8.55,578,"Guinea",NA,"S","alluvial",123.141368,10.576335,122765,"Philippines",1990,0.693147180559945,"Asia",107.1225,15311.5876,1108.717875,1894655.849624,73.1025,89.6809,625.026375,-849.278123,94520033472,61895160,25.2720776433912,111.858862032225,15163.7965129114,1183.05679757159,1867290.64667354,2
"550",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-67.11715,10.53233,198875,"Venezuela",1990,0.693147180559945,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.35e+11,19632665,26.1828513510906,110.9299752289,4504.7118241225,1168.3511060026,-302343.419206403,2
"551",144.74,-7.07,592,"Papua New Guinea",1956,128.39,-16.7,65,"Australia",1979,"S","alluvial",155,-6,71699,"Papua New Guinea",1990,1.38629436111989,"Asia",49.9849,20949.6676,-353.393243,3032254.888424,278.89,16483.9921,-4657.463,2116379.745719,6430540092,4615839,22.5843243673139,36,24025,-216,3723875,4
"552",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",27.333333,-31.466667,17795,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,990.151132088889,747.111092888889,-31156.7559531141,20421.0362899259,1
"553",-17.1,14.76,808,"Senegal",1961,-60.33,6.16,627,"Guyana",NA,"S","alluvial",-8.503889,7.269722,43419,"Liberia",1990,0,"Africa",217.8576,292.41,3215.578176,-5000.211,37.9456,3639.7089,233.744896,-219583.637937,NA,NA,NA,52.848857957284,72.316128124321,384.196505366943,-614.968326479004,1
"554",35.11,-23.8,813,"Mozambique",1961,0,0,714,"Ivory Coast",NA,"S","alluvial",26.705199,-29.270158,18648,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,856.742149344964,713.167653629601,-25076.9780765867,19045.2841105416,0
"555",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-68.00765,10.16202,198937,"Venezuela",1990,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.35e+11,19632665,26.1828513510906,103.2666504804,4625.0404585225,1049.39776751483,-314538.132739038,1
"556",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",28.351833,-31.071043,14492,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,965.409713107849,803.826434459889,-29996.2867085916,22789.9528307922,1
"557",72.56,33.19,603,"Pakistan",1945,0,0,560,"Guinea",NA,"S","alluvial",74.823383,34.080399,88326,"India",1990,0,"Asia",1101.5761,5264.9536,36561.310759,382025.033216,0,0,0,0,5.08e+11,873277798,26.9537472845249,1161.4735959992,5598.53864356469,39583.4835796176,418901.601167741,0
"558",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",27.595673,-30.968301,14685,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,959.035666826601,761.521168322929,-29699.7052000219,21014.6891436175,1
"559",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",27.595673,-30.968301,17264,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,959.035666826601,761.521168322929,-29699.7052000219,21014.6891436175,1
"560",32.97,10.02,804,"Sudan",1982,NA,NA,734,NA,NA,NA,NA,36.55,9.08333,35539,"Ethiopia",1990,0,"Africa",100.4004,1087.0209,1006.012008,35839.079073,NA,NA,NA,NA,9964477334,47887865,23.02229233906,82.5068838889,1335.9025,749.437253634562,48827.236375,1
"561",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",27.595673,-30.968301,13699,"South Africa",1990,0.693147180559945,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,959.035666826601,761.521168322929,-29699.7052000219,21014.6891436175,2
"562",35.11,-23.8,813,"Mozambique",1961,0,0,714,"Ivory Coast",NA,"S","alluvial",26.829902,-27.958711,14457,"South Africa",1990,1.38629436111989,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,781.689520781521,719.843641329604,-21855.031403259,19313.3343521964,4
"563",72.56,33.19,603,"Pakistan",1945,0,0,560,"Guinea",NA,"S","alluvial",73.883515,34.115467,88399,"Pakistan",1990,0,"Asia",1101.5761,5264.9536,36561.310759,382025.033216,0,0,0,0,79876151981,107647921,25.1037431718375,1163.86508862809,5458.77378875523,39705.8010235437,403313.395103104,0
"564",35.11,-23.8,813,"Mozambique",1961,0,0,713,"Ivory Coast",NA,"S","alluvial",27.321027,-26.324593,13320,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,692.984196615649,746.438516334729,-18242.5269313389,20393.4668586211,1
"565",35.11,-23.8,813,"Mozambique",1961,-7.17,8.43,707,"Ivory Coast",1946,"S","alluvial",30.287081,-23.887823,15156,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,71.0649,51.4089,599.077107,-368.601813,NA,NA,NA,570.628087679329,917.307275500561,-13631.0627573123,27782.5597549748,1
"566",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-66.95,10.38333,198866,"Venezuela",1990,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.35e+11,19632665,26.1828513510906,107.8135418889,4482.3025,1119.46358390127,-300090.152375,1
"567",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-69.08944,10.02889,198865,"Venezuela",1990,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.35e+11,19632665,26.1828513510906,100.5786346321,4773.3507195136,1008.69206307552,-329788.128134792,1
"568",35.11,-23.8,813,"Mozambique",1961,0,0,714,"Ivory Coast",NA,"S","alluvial",27.234879,-27.65036,13642,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,764.5424081296,741.738634144641,-21139.8728200504,20201.1619505546,1
"569",35.11,-23.8,813,"Mozambique",1961,0,0,714,"Ivory Coast",NA,"S","alluvial",27.185,-27.6475,14351,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,764.38425625,739.024225,-21133.3137246719,20090.373556625,1
"570",35.11,-23.8,813,"Mozambique",1961,0,0,714,"Ivory Coast",NA,"S","alluvial",27.234879,-27.65036,14843,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,764.5424081296,741.738634144641,-21139.8728200504,20201.1619505546,1
"571",35.11,-23.8,813,"Mozambique",1961,0,0,713,"Ivory Coast",NA,"S","alluvial",27.8399,-26.238822,13311,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,688.475779947684,775.06003201,-18064.7934413584,21577.5937851552,1
"572",35.11,-23.8,813,"Mozambique",1961,-60.24,6.19,600,"Guyana",NA,"S","alluvial",30.861297,-30.025295,18008,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,38.3161,3628.8576,237.176659,-218602.381824,NA,NA,NA,901.518339837025,952.419652522209,-27068.3541015169,29392.9057651247,0
"573",88.09,25.13,662,"India",NA,0,0,564,"Guinea",NA,"S","alluvial",85.75,25.75,89565,"India",1990,1.09861228866811,"Asia",631.5169,7759.8481,15870.019697,683565.019129,0,0,0,0,5.08e+11,873277798,26.9537472845249,663.0625,7353.0625,17073.859375,630525.109375,3
"574",35.11,-23.8,813,"Mozambique",1961,0,0,714,"Ivory Coast",NA,"S","alluvial",26.789367,-29.167132,13849,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,850.721589105424,717.670184260689,-24813.1088846877,19225.9299511172,1
"575",76.43,31.91,677,"India",NA,0,0,560,"Guinea",NA,"S","alluvial",77.23149,28.65195,84139,"India",1990,0,"Asia",1018.2481,5841.5449,32492.296871,446469.276707,0,0,0,0,5.08e+11,873277798,26.9537472845249,820.9342388025,5964.7030476201,23521.3667634573,460662.903775241,0
"576",-90.03,15.79,305,"Guatemala",1977,-8.69,7.48,742,"Liberia",NA,"S","alluvial",-91.17326,15.56143,196526,"Guatemala",1990,0.693147180559945,"Americas",249.3241,8105.4009,3936.827539,-729729.243027,55.9504,75.5161,418.508992,-656.234909,19885639190,9263813,23.7132636594193,242.1581036449,8312.5633390276,3768.32637880286,-757883.498575632,2
"577",72.56,33.19,603,"Pakistan",1945,0,0,560,"Guinea",NA,"S","alluvial",74.823383,34.080399,84195,"India",1990,0,"Asia",1101.5761,5264.9536,36561.310759,382025.033216,0,0,0,0,5.08e+11,873277798,26.9537472845249,1161.4735959992,5598.53864356469,39583.4835796176,418901.601167741,0
"578",35.11,-23.8,813,"Mozambique",1961,0,0,713,"Ivory Coast",NA,"S","alluvial",27.321027,-26.324593,16243,"South Africa",1990,0,"Africa",566.44,1232.7121,-13481.272,43280.521831,0,0,0,0,NA,NA,NA,692.984196615649,746.438516334729,-18242.5269313389,20393.4668586211,1
"579",32.97,10.02,804,"Sudan",1982,-44.07,-8.67,335,"Brazil",NA,"S","secondary",37.383333,11.6,35663,"Ethiopia",1990,3.91202300542815,"Africa",100.4004,1087.0209,1006.012008,35839.079073,75.1689,1942.1649,-651.714363,-85591.207143,9964477334,47887865,23.02229233906,134.56,1397.51358618889,1560.896,52243.7157645234,50
"580",-90.03,15.79,305,"Guatemala",1977,-8.69,7.48,742,"Liberia",NA,"S","alluvial",-90.26667,15.1,196174,"Guatemala",1990,0.693147180559945,"Americas",249.3241,8105.4009,3936.827539,-729729.243027,55.9504,75.5161,418.508992,-656.234909,19885639190,9263813,23.7132636594193,228.01,8148.0717128889,3442.951,-735499.300443677,2
