"","oilLONG","oilLAT","oilnear","oil_country","oilyeardisc","diaLONG","diaLAT","dianear","dia_country","diayeardisc","DIAINFO","RESINFO","gedlong","gedlat","ID","event_country","year","civdeath","region","oilLATsq","oilLONGsq","oilLATcu","oilLONGcu","diaLATsq","diaLONGsq","diaLATcu","diaLONGcu","GDP","Population","logGDP","gedLATsq","gedLONGsq","gedLATcu","gedLONGcu","uncivdeath"
"4634",95.62,16.48,609,"Myanmar (Burma)",1999,-49.37,-4.62,324,"Brazil",NA,"S","secondary",96.150408,16.79845,50717,"Myanmar (Burma)",2000,0.693147180559945,"Asia",271.5904,9143.1844,4475.809792,874271.292328,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,282.1879224025,9244.90095856646,4740.31970508228,888900.999085757,2
"4635",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",96.25,18.25,51067,"Myanmar (Burma)",2000,0.693147180559945,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,333.0625,9264.0625,6078.390625,891666.015625,2
"4636",76.43,31.91,677,"India",NA,0,0,560,"Guinea",NA,"S","alluvial",75.16667,33.83333,91950,"India",2000,1.6094379124341,"Asia",1018.2481,5841.5449,32492.296871,446469.276707,0,0,0,0,8.73e+11,1056575549,27.495201392786,1144.6942188889,5650.0282788889,38728.8172567604,424693.81112991,5
"4637",65.73,36.46,794,"Afghanistan",1956,0,0,560,"Guinea",NA,"S","alluvial",65.726084,36.128281,142402,"Afghanistan",2000,2.07944154167984,"Asia",1329.3316,4320.4329,48467.430136,283982.054517,0,0,0,0,NA,20779953,NA,1305.25268801496,4319.91811797506,47156.5358886098,283931.30109515,8
"4638",65.73,36.46,794,"Afghanistan",1956,0,0,560,"Guinea",NA,"S","alluvial",65.5602,36.0393,163986,"Afghanistan",2000,1.94591014905531,"Asia",1329.3316,4320.4329,48467.430136,283982.054517,0,0,0,0,NA,20779953,NA,1298.83114449,4298.13982404,46808.9652656184,281786.906492027,7
"4639",65.73,36.46,794,"Afghanistan",1956,0,0,560,"Guinea",NA,"S","alluvial",65.76667,36.166672,163987,"Afghanistan",2000,1.94591014905531,"Asia",1329.3316,4320.4329,48467.430136,283982.054517,0,0,0,0,NA,20779953,NA,1308.02816355558,4325.2548828889,47307.0255580772,284457.610548843,7
"4640",99.24,19.84,576,"Thailand",1945,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",100.360278,21.178333,49483,"Myanmar (Burma)",2000,0,"Asia",393.6256,9848.5776,7809.531904,977372.841024,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,448.521788658889,10072.1854002373,9498.94379797357,1010847.32683535,1
"4641",99.24,19.84,576,"Thailand",1945,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.866667,20.516667,49522,"Myanmar (Burma)",2000,0.693147180559945,"Asia",393.6256,9848.5776,7809.531904,977372.841024,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,420.933624788889,9577.88450968889,8636.15500889658,937355.633874181,2
"4642",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",97.533333,21.6,49526,"Myanmar (Burma)",2000,2.56494935746154,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,466.56,9512.75104608889,10077.696,927810.315524286,13
"4643",99.94,14.21,577,"Thailand",1981,-49.62,-4.17,325,"Brazil",NA,"S","secondary",98.75,13,50496,"Myanmar (Burma)",2000,0,"Asia",201.9241,9988.0036,2869.341461,998201.079784,17.3889,2462.1444,-72.511713,-122171.605128,15984737490,46719701,23.4949001970525,169,9751.5625,2197,962966.796875,1
"4644",44.85,44.59,432,"Russia (Soviet Union)",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",45.6982,43.318,191728,"Russia (Soviet Union)",2000,2.77258872223978,"Europe",1988.2681,2011.5225,88656.874579,90216.784125,49.4209,76.0384,347.428927,-663.054848,NA,NA,NA,1876.449124,2088.32548324,81284.023153432,95432.7155981982,16
"4645",99.24,19.84,576,"Thailand",1945,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",98.429888,21.304659,48993,"Myanmar (Burma)",2000,1.6094379124341,"Asia",393.6256,9848.5776,7809.531904,977372.841024,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,453.888495106281,9688.44285169255,9669.93961226249,953632.344786498,5
"4646",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-67.04325,10.34447,204121,"Venezuela",2000,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.89e+11,24192446,26.3896925250588,107.0080595809,4494.7973705625,1106.94166209283,-301345.823813964,1
"4647",99.24,19.84,576,"Thailand",1945,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.341751,19.49125,49127,"Myanmar (Burma)",2000,1.09861228866811,"Asia",393.6256,9848.5776,7809.531904,977372.841024,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,379.9088265625,9475.416487746,7404.89791573633,922353.632371466,3
"4648",99.94,14.21,577,"Thailand",1981,-49.62,-4.17,325,"Brazil",NA,"S","secondary",98.75,13,50514,"Myanmar (Burma)",2000,0,"Asia",201.9241,9988.0036,2869.341461,998201.079784,17.3889,2462.1444,-72.511713,-122171.605128,15984737490,46719701,23.4949001970525,169,9751.5625,2197,962966.796875,1
"4649",99.94,14.21,577,"Thailand",1981,-49.62,-4.17,325,"Brazil",NA,"S","secondary",98.47457,14.091061,51315,"Myanmar (Burma)",2000,1.38629436111989,"Asia",201.9241,9988.0036,2869.341461,998201.079784,17.3889,2462.1444,-72.511713,-122171.605128,15984737490,46719701,23.4949001970525,198.558000105721,9697.2409366849,2797.89289152772,954931.631426443,4
"4650",-64.45,9.19,25,"Venezuela",1945,-11.08,8.67,851,"Sierra Leone",NA,"S","alluvial; kimberlite target",-64.61667,10.21667,204124,"Venezuela",2000,0,"Americas",84.4561,4153.8025,776.151559,-267712.571125,75.1689,122.7664,651.714363,-1360.251712,2.89e+11,24192446,26.3896925250588,104.3803458889,4175.3140418889,1066.41954843275,-269794.889591101,0
"4651",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.7,17.7,48674,"Myanmar (Burma)",2000,0,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,313.29,9545.29,5545.233,932574.833,1
"4652",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.7,17.7,51006,"Myanmar (Burma)",2000,0.693147180559945,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,313.29,9545.29,5545.233,932574.833,2
"4653",6.42,5.32,811,"Nigeria",1956,NA,NA,401,NA,NA,NA,NA,6.175545,4.286446,15795,"Nigeria",2002,0.693147180559945,"Africa",28.3024,41.2164,150.568768,264.609288,NA,NA,NA,NA,2.07e+11,128596076,26.0559846302118,18.373619310916,38.137356047025,78.7575270007986,235.518958449425,2
"4654",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-67.33017,10.21844,204129,"Venezuela",2000,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.89e+11,24192446,26.3896925250588,104.4165160336,4533.3517922289,1066.97390409838,-305231.346840576,1
"4655",30.32,8.47,890,"Sudan",1998,NA,NA,734,NA,NA,NA,NA,30.89276,2.076329,113926,"DR Congo (Zaire)",2000,2.70805020110221,"Africa",71.7409,919.3024,607.645423,27873.248768,NA,NA,NA,NA,NA,NA,NA,4.311142116241,954.3626204176,8.95134939907256,29482.895385532,15
"4656",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",96.25,18.25,48601,"Myanmar (Burma)",2000,0,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,333.0625,9264.0625,6078.390625,891666.015625,1
"4657",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",98,22,50357,"Myanmar (Burma)",2000,0,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,484,9604,10648,941192,1
"4658",99.94,14.21,577,"Thailand",1981,-49.12,-5.35,323,"Brazil",1946,"S","alluvial",99.05,12.416667,49311,"Myanmar (Burma)",2000,0.693147180559945,"Asia",201.9241,9988.0036,2869.341461,998201.079784,28.6225,2412.7744,-153.130375,-118515.478528,15984737490,46719701,23.4949001970525,154.173619388889,9810.9025,1914.32249213658,971769.892625,2
"4659",16.34,8.7,855,"Chad",1975,-60.25,4.57,358,"Brazil",NA,"S","secondary",16.93898,8.26682,12267,"Chad",2000,1.09861228866811,"Africa",75.69,266.9956,658.503,4362.708104,20.8849,3630.0625,95.443993,-218711.265625,3858672133,8355654,22.0735889542444,68.3403129124,286.9290434404,564.957065590486,4860.28532825607,3
"4660",44.85,44.59,432,"Russia (Soviet Union)",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",45.7477,43.3058,191748,"Russia (Soviet Union)",2000,0,"Europe",1988.2681,2011.5225,88656.874579,90216.784125,49.4209,76.0384,347.428927,-663.054848,NA,NA,NA,1875.39231364,2092.85205529,81215.3644560311,95743.1679697903,0
"4661",44.85,44.59,432,"Russia (Soviet Union)",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",45.7477,43.3058,191057,"Russia (Soviet Union)",2000,0.693147180559945,"Europe",1988.2681,2011.5225,88656.874579,90216.784125,49.4209,76.0384,347.428927,-663.054848,NA,NA,NA,1875.39231364,2092.85205529,81215.3644560311,95743.1679697903,2
"4662",16.34,8.7,855,"Chad",1975,-52,0.5,345,"Brazil",1946,"S","secondary",18.05,1.433333,23075,"DR Congo (Zaire)",2000,1.94591014905531,"Africa",75.69,266.9956,658.503,4362.708104,0.25,2704,0.125,-140608,NA,NA,NA,2.054443488889,325.8025,2.94470164925974,5880.735125,7
"4663",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.616219,17.026567,49335,"Myanmar (Burma)",2000,0.693147180559945,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,289.903983805489,9528.92621185596,4936.06960383107,930177.747931372,2
"4664",45.45,41.57,466,"Georgia",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",46.0599,42.9091,191058,"Russia (Soviet Union)",2000,1.94591014905531,"Europe",1728.0649,2065.7025,71835.657893,93886.178625,49.4209,76.0384,347.428927,-663.054848,NA,NA,NA,1841.19086281,2121.51438801,79003.8428514006,97716.7405603018,7
"4665",44.85,44.59,432,"Russia (Soviet Union)",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",45.7477,43.3058,191769,"Russia (Soviet Union)",2000,1.38629436111989,"Europe",1988.2681,2011.5225,88656.874579,90216.784125,49.4209,76.0384,347.428927,-663.054848,NA,NA,NA,1875.39231364,2092.85205529,81215.3644560311,95743.1679697903,4
"4666",99.24,19.84,576,"Thailand",1945,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",98.427942,21.301664,48949,"Myanmar (Burma)",2000,1.94591014905531,"Asia",393.6256,9848.5776,7809.531904,977372.841024,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,453.760889168896,9688.05976635536,9665.86199741706,953575.784775359,7
"4667",32.97,10.02,804,"Sudan",1982,-44.07,-8.67,335,"Brazil",NA,"S","secondary",32.7,10,9027,"Sudan",2000,5.29831736654804,"Africa",100.4004,1087.0209,1006.012008,35839.079073,75.1689,1942.1649,-651.714363,-85591.207143,34053114158,27275015,24.2511873237446,100,1069.29,1000,34965.783,200
"4668",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-67.42929,8.92416,204146,"Venezuela",2000,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.89e+11,24192446,26.3896925250588,79.6406317056,4546.7091499041,710.725739841847,-306581.369814537,0
"4669",102.44,15.88,579,"Thailand",1971,-49.12,-5.35,323,"Brazil",1946,"S","alluvial",104.33333,10.83333,110959,"Cambodia (Kampuchea)",2000,0,"Asia",252.1744,10493.9536,4004.529472,1075000.606784,28.6225,2412.7744,-153.130375,-118515.478528,NA,NA,NA,117.3610388889,10885.4437488889,1271.41086342629,1135714.59484926,1
"4670",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",97.658528,21.880506,51055,"Myanmar (Burma)",2000,0,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,478.756542816036,9537.18809112679,10475.4354076255,931387.750238572,1
"4671",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-66.60663,10.46736,204133,"Venezuela",2000,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.89e+11,24192446,26.3896925250588,109.5656253696,4436.4431599569,1146.86284436874,-295496.52807128,1
"4672",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.7,17.7,51002,"Myanmar (Burma)",2000,0,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,313.29,9545.29,5545.233,932574.833,1
"4673",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-67.71813,10.29644,204137,"Venezuela",2000,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.89e+11,24192446,26.3896925250588,106.0166766736,4585.7451306969,1091.59435036912,-310538.0849074,0
"4674",88.09,25.13,662,"India",NA,0,0,564,"Guinea",NA,"S","alluvial",84,28,106455,"Nepal",2006,0,"Asia",631.5169,7759.8481,15870.019697,683565.019129,0,0,0,0,NA,NA,NA,784,7056,21952,592704,1
"4675",111.89,2.73,616,"Malaysia",NA,-9.07,8.69,574,"Guinea",NA,"S","alluvial",109.3425,-0.0263,140906,"Indonesia",2000,0,"Asia",7.4529,12519.3721,20.346417,1400792.544269,75.5161,82.2649,656.234909,-746.142643,4.53e+11,211513823,26.8391579624294,0.00069169,11955.78230625,-1.8191447e-05,1307275.12682114,1
"4676",-64.45,9.19,25,"Venezuela",1945,5.63,11.19,805,"Nigeria",1946,"S","alluvial",-63.5,6.33333,204139,"Venezuela",2000,0,"Americas",84.4561,4153.8025,776.151559,-267712.571125,125.2161,31.6969,1401.168159,178.453547,2.89e+11,24192446,26.3896925250588,40.1110688889,4032.25,254.036635926137,-256047.875,1
"4677",30.32,8.47,890,"Sudan",1998,-10.5,7.32,733,"Liberia",NA,"S","alluvial gravels",30.0234,-3.5393,10178,"Burundi",2000,1.6094379124341,"Africa",71.7409,919.3024,607.645423,27873.248768,53.5824,110.25,392.223168,-1157.625,NA,NA,NA,12.52664449,901.40454756,-44.335552843457,27063.2292932129,5
"4678",30.32,8.47,890,"Sudan",1998,-10.5,7.32,733,"Liberia",NA,"S","alluvial gravels",30.0477,-3.5372,10197,"Burundi",2000,2.99573227355399,"Africa",71.7409,919.3024,607.645423,27873.248768,53.5824,110.25,392.223168,-1157.625,NA,NA,NA,12.51178384,902.86427529,-44.256681798848,27128.9948846313,20
"4679",30.32,8.47,890,"Sudan",1998,-10.5,7.32,733,"Liberia",NA,"S","alluvial gravels",30.024,-3.5824,10250,"Burundi",2000,2.77258872223978,"Africa",71.7409,919.3024,607.645423,27873.248768,53.5824,110.25,392.223168,-1157.625,NA,NA,NA,12.83358976,901.440576,-45.975051956224,27064.851853824,16
"4680",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",97.668024,21.272245,49079,"Myanmar (Burma)",2000,0,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,452.508407340025,9539.04291206458,9625.86970549681,931659.472072553,1
"4681",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",96.25,18.25,50906,"Myanmar (Burma)",2000,0,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,333.0625,9264.0625,6078.390625,891666.015625,1
"4682",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.7,17.7,51007,"Myanmar (Burma)",2000,0.693147180559945,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,313.29,9545.29,5545.233,932574.833,2
"4683",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-66.879193,10.488011,204144,"Venezuela",2000,0,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.89e+11,24192446,26.3896925250588,109.998374736121,4472.82645633125,1153.66416421456,-299139.023828484,1
"4684",-68.51,10.94,26,"Venezuela",1927,NA,NA,832,NA,NA,NA,NA,-66.879193,10.488011,204145,"Venezuela",2000,1.09861228866811,"Americas",119.6836,4693.6201,1309.338584,-321559.913051,NA,NA,NA,NA,2.89e+11,24192446,26.3896925250588,109.998374736121,4472.82645633125,1153.66416421456,-299139.023828484,3
"4685",99.24,19.84,576,"Thailand",1945,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",98.429888,21.304659,48974,"Myanmar (Burma)",2000,0,"Asia",393.6256,9848.5776,7809.531904,977372.841024,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,453.888495106281,9688.44285169255,9669.93961226249,953632.344786498,1
"4686",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",98,22,49720,"Myanmar (Burma)",2000,1.09861228866811,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,484,9604,10648,941192,3
"4687",88.09,25.13,662,"India",NA,0,0,564,"Guinea",NA,"S","alluvial",83.33333,28.58333,102174,"Nepal",2000,0,"Asia",631.5169,7759.8481,15870.019697,683565.019129,0,0,0,0,NA,NA,NA,817.0067538889,6944.4438888889,23352.7736586352,578703.634259262,1
"4688",6.42,5.32,811,"Nigeria",1956,-60.17,6.22,599,"Guyana",NA,"S","alluvial",-5.033056,7.683333,42782,"Ivory Coast",2000,0,"Africa",28.3024,41.2164,150.568768,264.609288,38.6884,3620.4289,240.641848,-217841.206913,NA,NA,NA,59.033605988889,25.331652699136,453.574853003429,-127.495626607303,1
"4689",95.62,16.48,609,"Myanmar (Burma)",1999,-49.62,-4.17,325,"Brazil",NA,"S","secondary",97.75,16.25,49385,"Myanmar (Burma)",2000,2.19722457733622,"Asia",271.5904,9143.1844,4475.809792,874271.292328,17.3889,2462.1444,-72.511713,-122171.605128,15984737490,46719701,23.4949001970525,264.0625,9555.0625,4291.015625,934007.359375,9
"4690",99.24,19.84,576,"Thailand",1945,-49.37,-4.62,324,"Brazil",NA,"S","secondary",98.3665,20.317697,49446,"Myanmar (Burma)",2000,0,"Asia",393.6256,9848.5776,7809.531904,977372.841024,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,412.808811383809,9675.96832225,8387.32434862638,951791.137970605,1
"4691",30.32,8.47,890,"Sudan",1998,-44.8,-9.58,333,"Brazil",NA,"S","secondary",29.85,8.65,260435,"South Sudan",2017,0,"Africa",71.7409,919.3024,607.645423,27873.248768,91.7764,2007.04,-879.217912,-89915.392,NA,NA,NA,74.8225,891.0225,647.214625,26597.021625,1
"4692",99.94,14.21,577,"Thailand",1981,-49.62,-4.17,325,"Brazil",NA,"S","secondary",98.75,13,50523,"Myanmar (Burma)",2000,2.70805020110221,"Asia",201.9241,9988.0036,2869.341461,998201.079784,17.3889,2462.1444,-72.511713,-122171.605128,15984737490,46719701,23.4949001970525,169,9751.5625,2197,962966.796875,15
"4693",99.94,14.21,577,"Thailand",1981,-49.12,-5.35,323,"Brazil",1946,"S","alluvial",99.011649,12.090315,50525,"Myanmar (Burma)",2000,0,"Asia",201.9241,9988.0036,2869.341461,998201.079784,28.6225,2412.7744,-153.130375,-118515.478528,15984737490,46719701,23.4949001970525,146.175716799225,9803.3066376992,1767.31046145342,970641.555851244,1
"4694",99.24,19.84,576,"Thailand",1945,-49.37,-4.62,324,"Brazil",NA,"S","secondary",99.25,20.533333,49411,"Myanmar (Burma)",2000,0,"Asia",393.6256,9848.5776,7809.531904,977372.841024,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,421.617764088889,9850.5625,8657.2179487526,977668.328125,1
"4695",99.94,14.21,577,"Thailand",1981,-49.12,-5.35,323,"Brazil",1946,"S","alluvial",99.05,12.416667,49322,"Myanmar (Burma)",2000,0,"Asia",201.9241,9988.0036,2869.341461,998201.079784,28.6225,2412.7744,-153.130375,-118515.478528,15984737490,46719701,23.4949001970525,154.173619388889,9810.9025,1914.32249213658,971769.892625,1
"4696",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",96.875314,17.923614,50419,"Myanmar (Burma)",2000,1.09861228866811,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,321.255938820996,9384.8264625986,5758.06744263515,909158.010399748,3
"4697",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",96.25,18.25,50922,"Myanmar (Burma)",2000,0.693147180559945,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,333.0625,9264.0625,6078.390625,891666.015625,2
"4698",32.97,10.02,804,"Sudan",1982,-44.07,-8.67,335,"Brazil",NA,"S","secondary",32.7,10,9073,"Sudan",2000,0,"Africa",100.4004,1087.0209,1006.012008,35839.079073,75.1689,1942.1649,-651.714363,-85591.207143,34053114158,27275015,24.2511873237446,100,1069.29,1000,34965.783,0
"4699",88.09,25.13,662,"India",NA,0,0,564,"Guinea",NA,"S","alluvial",84.41667,28.25,103688,"Nepal",2000,0,"Asia",631.5169,7759.8481,15870.019697,683565.019129,0,0,0,0,NA,NA,NA,798.0625,7126.1741738889,22545.265625,601567.893599702,1
"4700",45.45,41.57,466,"Georgia",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",45.7293,43.0397,192299,"Russia (Soviet Union)",2000,0,"Europe",1728.0649,2065.7025,71835.657893,93886.178625,49.4209,76.0384,347.428927,-663.054848,NA,NA,NA,1852.41577609,2091.16887849,79727.4192781808,95627.6889951328,0
"4701",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",96.25,18.25,48580,"Myanmar (Burma)",2000,1.09861228866811,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,333.0625,9264.0625,6078.390625,891666.015625,3
"4702",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.7,17.7,51000,"Myanmar (Burma)",2000,0,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,313.29,9545.29,5545.233,932574.833,1
"4703",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",98,22,49952,"Myanmar (Burma)",2000,0,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,484,9604,10648,941192,1
"4704",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",97.658528,21.880506,51054,"Myanmar (Burma)",2000,0,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,478.756542816036,9537.18809112679,10475.4354076255,931387.750238572,1
"4705",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",96.950314,17.877294,51187,"Myanmar (Burma)",2000,0,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,319.597640762436,9399.3633846986,5713.54098561645,911271.231546632,1
"4706",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.643469,16.876903,50899,"Myanmar (Burma)",2000,0.693147180559945,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,284.829854871409,9534.24703835396,4807.04583216885,930956.955127857,2
"4707",-70.85,10.81,29,"Venezuela",1945,NA,NA,832,NA,NA,NA,NA,-71.64056,10.63167,204160,"Venezuela",2000,0,"Americas",116.8561,5019.7225,1263.214441,-355647.339125,NA,NA,NA,NA,2.89e+11,24192446,26.3896925250588,113.0324069889,5132.3698371136,1201.72325041168,-367685.849257927,1
"4708",45.45,41.57,466,"Georgia",1945,-8.72,7.03,741,"Liberia",NA,"S","alluvial",46.2202,43.0802,191408,"Russia (Soviet Union)",2001,1.6094379124341,"Europe",1728.0649,2065.7025,71835.657893,93886.178625,49.4209,76.0384,347.428927,-663.054848,NA,NA,NA,1855.90363204,2136.30688804,79952.6996490096,98740.5316265864,5
"4709",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",96.130278,21.613056,49038,"Myanmar (Burma)",2000,0,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,467.124189659136,9241.03034835728,10095.9812700575,888342.816394023,1
"4710",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",98,22,49937,"Myanmar (Burma)",2000,0,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,484,9604,10648,941192,1
"4711",95.74,17.31,610,"Myanmar (Burma)",1991,-49.37,-4.62,324,"Brazil",NA,"S","secondary",97.7,17.7,50892,"Myanmar (Burma)",2000,0.693147180559945,"Asia",299.6361,9166.1476,5186.700891,877566.971224,21.3444,2437.3969,-98.611128,-120334.284953,15984737490,46719701,23.4949001970525,313.29,9545.29,5545.233,932574.833,2
"4712",95.63,21.7,613,"Myanmar (Burma)",1995,-48.33,-18.38,320,"Brazil",1946,"S","alluvial",98,22,50264,"Myanmar (Burma)",2000,1.09861228866811,"Asia",470.89,9145.0969,10218.313,874545.616547,337.8244,2335.7889,-6209.212472,-112888.677537,15984737490,46719701,23.4949001970525,484,9604,10648,941192,3
